row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260424_CVOL_Group_02_1F12_1.mzML Peak height,20260424_CVOL_Group_02_1F12_2.mzML Peak height,20260424_CVOL_Group_02_1F12_3.mzML Peak height,20260424_CVOL_Group_02_1F12_4.mzML Peak height,20260424_CVOL_Group_02_Control_LB.mzML Peak height,20260424_CVOL_Group_02_Delta_phzC_1.mzML Peak height,20260424_CVOL_Group_02_Delta_phzC_2.mzML Peak height,20260424_CVOL_Group_02_Delta_phzC_3.mzML Peak height,20260424_CVOL_Group_02_Delta_phzC_4.mzML Peak height,20260424_CVOL_Group_02_Delta_pvdE_1.mzML Peak height,20260424_CVOL_Group_02_Delta_pvdE_2.mzML Peak height,20260424_CVOL_Group_02_Delta_pvdE_3.mzML Peak height,20260424_CVOL_Group_02_Delta_pvdE_4.mzML Peak height,20260424_CVOL_Group_02_QC_01.mzML Peak height,20260424_CVOL_Group_02_QC_02.mzML Peak height,20260424_CVOL_Group_02_QC_03.mzML Peak height,20260424_CVOL_Group_02_QC_04.mzML Peak height,20260424_CVOL_Group_02_QC_05.mzML Peak height,20260424_CVOL_Group_02_QC_06.mzML Peak height,20260424_CVOL_Group_02_R47_1.mzML Peak height,20260424_CVOL_Group_02_R47_2.mzML Peak height,20260424_CVOL_Group_02_R47_3.mzML Peak height,20260424_CVOL_Group_02_R47_4.mzML Peak height,20260424_CVOL_bk_mapp_03.mzML Peak height,
576,384.1648461539808,1.6993941,,,,,,,,,,,1.4759203E7,1.4563398E7,1.5091551E7,1.6161616E7,2.156001E7,0,0,0,0,0,0,1149074.8,0,8023710.5,8532032.0,6475097.5,7322780.0,9305538.0,6368446.0,0,0,0,0,0,
577,316.18733314041344,1.6954689,,,,,,,,,,,1.3787182E8,1.1038471E8,9.9181256E7,9.927463E7,6507683.0,1.9577173E8,1.8527461E8,2.452944E8,2.4018648E8,1.9905995E8,2.1620077E8,2.2818619E8,1.5666894E8,3.1141235E8,3.577135E8,3.3295882E8,3.428284E8,3.2762778E8,2.7971478E8,2.1489368E8,2.3553558E8,2.306364E8,1.9883475E8,0,
578,767.3222304619139,1.7154657,,,,,,,,,,,1.9945362E7,2.2361944E7,1.7590624E7,1.7388722E7,2.6766346E7,1818202.5,0,0,0,2309818.2,0,1910913.2,1802045.2,1.5994291E7,1.5629082E7,1.3847422E7,1.2405529E7,1.7159102E7,1.3605382E7,0,0,1954952.2,0,0,
579,362.19268981352036,1.6914388,,,,,,,,,,,1.2562105E7,1.1635728E7,1.2730826E7,1.095877E7,1.1148663E7,1.3759541E7,1.202625E7,1.5343442E7,1.5614525E7,1.2645558E7,1.3630392E7,1.5573604E7,1.0204219E7,2.407684E7,2.617141E7,2.826955E7,2.5681088E7,2.3954E7,2.3243236E7,1.3704772E7,1.406109E7,1.5757126E7,1.2301258E7,0,
580,702.405056381627,1.6970239,,,,,,,,,,,4222152.0,3171810.0,4356304.0,3620366.5,0,7855220.0,7478857.5,1.0386179E7,1.2368997E7,9389087.0,9815914.0,1.1056054E7,8308727.0,1.4985728E7,1.7597202E7,1.4445862E7,1.4853623E7,1.4553713E7,1.1539375E7,8536829.0,1.0730357E7,1.0374709E7,8592747.0,0,
581,338.16937955819884,1.6975315,,,,,,,,,,,1.4251875E7,1.1690508E7,9342033.0,9286652.0,2.9853414E7,1.6571712E7,1.3916923E7,1.7526426E7,1.913109E7,1.600386E7,1.688806E7,1.9584038E7,1.2209602E7,1.823156E7,1.6902514E7,1.6947614E7,1.5833631E7,1.5922372E7,1.3936143E7,1.971811E7,1.8216494E7,2.026131E7,1.5107176E7,0,
582,488.1775205452001,1.6950486,,,,,,,,,,,1.4542489E7,1.3855882E7,1.261369E7,1.2437886E7,7136627.5,1.4136402E7,1.0233571E7,1.267061E7,1.3578602E7,1.1255254E7,1.2227853E7,1.0850218E7,8490322.0,1.215822E7,1.6168755E7,1.4594622E7,1.4024429E7,1.361235E7,1.3309725E7,1.1469095E7,1.3521042E7,1.1475525E7,1.1921365E7,0,
583,187.1080599823513,1.7002878,,,,,,,,,,,6370412.0,7784311.5,1.0803249E7,9187319.0,8539722.0,1.4209917E7,1.3226137E7,1.7050212E7,1.8643356E7,1.3362392E7,1.5206701E7,1.727166E7,1.1475579E7,2.5213312E7,2.8779084E7,2.6141648E7,2.3093406E7,2.5457024E7,2.114404E7,1.4351955E7,1.4936806E7,1.5428437E7,1.3817361E7,0,
584,387.2244416279016,1.7002878,,,,,,,,,,,4.8708416E7,5.810577E7,8.036201E7,6.720995E7,6.256814E7,1.050522E8,9.689547E7,1.2575023E8,1.4098954E8,1.0226449E8,1.1422942E8,1.30636E8,8.661321E7,1.7969882E8,2.0772755E8,1.9487485E8,1.7447718E8,1.8595091E8,1.5300115E8,1.06132136E8,1.1094563E8,1.15311384E8,1.06199784E8,0,
585,437.2040136325068,1.7014824,,,,,,,,,,,5.8706884E7,7.365085E7,1.0173277E8,8.861537E7,5.934303E7,1.7830226E8,1.5488354E8,1.9185437E8,2.3698008E8,1.6780725E8,1.9685883E8,2.2447778E8,1.4222446E8,2.6744021E8,3.1214282E8,2.8024685E8,2.4949907E8,2.861455E8,2.295343E8,1.8117744E8,1.7419954E8,1.9814624E8,1.7393026E8,0,
586,203.10304141834894,1.7014784,,,,,,,,,,,2647408.0,2758928.8,3787715.2,3526347.2,2224278.2,6741777.0,6463751.0,7046019.0,9204782.0,5995856.5,7358390.0,8391540.0,5301464.5,1.0001608E7,1.1482985E7,1.0890693E7,9186793.0,1.1030928E7,8533724.0,6859428.0,6482089.5,7429428.0,6478749.5,0,
587,459.185891866843,1.7022766,,,,,,,,,,,6311572.5,7203044.0,8826753.0,8052721.5,5515352.5,1.3852413E7,1.1027122E7,1.256846E7,1.6271483E7,1.3069654E7,1.3430434E7,1.6254788E7,1.0217634E7,1.4238315E7,1.3516766E7,1.2923704E7,1.1184039E7,1.3289318E7,1.1442128E7,1.4009198E7,1.1683078E7,1.4741238E7,1.2388802E7,0,
588,329.1823989099851,1.7034636,,,,,,,,,,,7162970.0,7226931.5,7272638.5,7077503.5,8221499.5,6485667.5,5797164.0,7322977.0,7545960.5,6321943.0,6937202.5,7362911.5,5406689.5,1.1658089E7,1.3482451E7,1.2530439E7,1.1471958E7,1.2756445E7,1.0725776E7,7062760.0,6648694.5,7855765.5,6797376.0,0,
589,409.2064909478579,1.7058482,,,,,,,,,,,1.5200587E7,2.0375666E7,2.399028E7,2.0692156E7,1.794572E7,2.619056E7,2.4012604E7,2.6831546E7,3.3330502E7,2.5045104E7,2.698975E7,3.0786862E7,2.2658378E7,2.9252898E7,3.0103498E7,2.9801566E7,2.4346622E7,2.7685036E7,2.5494772E7,2.8028792E7,2.4559506E7,2.8784372E7,2.8237192E7,0,
590,220.11841700681364,1.7074343,,,,,,,,,,,4510966.0,4782805.5,4399123.5,4139202.8,1.1805143E7,5631626.5,5111403.0,6078148.5,6229286.5,5020419.0,5336152.5,5896372.0,4847201.0,8113266.5,9005272.0,9142208.0,8017584.5,7889684.0,8132731.5,5860180.5,5343668.0,5206654.5,5730479.0,0,
591,620.2788797143589,1.7086112,,,,,,,,,,,4.8355364E7,5.5074732E7,4.9211012E7,4.747511E7,1.0728131E8,0,0,0,0,0,0,0,0,3.6172276E7,4.0829676E7,3.5820084E7,3.4347204E7,3.375903E7,3.3371418E7,0,0,0,0,0,
592,433.1940209147904,1.70985,,,,,,,,,,,1.2902019E7,1.7974826E7,1.5470704E7,1.5105371E7,1.6584954E7,1.2179868E7,1.1955143E7,1.4594231E7,1.5668999E7,1.1875436E7,1.3153611E7,1.458361E7,1.2268568E7,2.3710986E7,2.8135582E7,2.5286238E7,2.2552172E7,2.2387354E7,2.317238E7,1.4808123E7,1.2545853E7,1.3502422E7,1.4877393E7,0,
593,381.7115282230871,1.718694,,,,,,,,,,,8757339.0,8359382.0,9560360.0,9054900.0,1.7539966E7,0,0,0,0,0,0,0,0,5682440.0,7071602.0,6841846.5,6834399.0,5971071.5,5926545.5,0,0,0,0,0,
594,196.12082712941552,1.723379,,,,,,,,,,,0,0,0,0,0,4964995.5,5041263.5,4375692.5,7171480.5,4267859.0,5322992.0,5141301.5,5143381.5,6737619.5,7322315.0,8023127.0,8038977.0,7002410.5,7192029.0,4011589.0,3903621.8,4167324.8,4334394.0,0,
595,391.23412336336963,1.7234069,,,,,,,,,,,0,0,0,0,0,5517326.5,5821945.0,4344049.5,6941295.0,4397075.5,5230931.5,5223234.5,5590604.0,6143052.5,8047301.5,7739677.0,7274762.0,6427556.5,6457290.5,4058546.5,4358095.0,4389454.0,4405865.0,0,
596,330.20260020176323,1.7259152,,,,,,,,,,,6673108.5,5710264.0,5655454.5,5789956.5,7693419.5,5798826.0,6340504.0,5128570.0,5513213.0,4861313.5,5284299.0,5016975.5,6567384.5,1.0157048E7,1.2328234E7,1.2664258E7,1.2482352E7,9966233.0,9539438.0,5632725.5,5729945.0,4743203.0,6674078.5,0,
597,281.14976879447295,1.6838045,,,,,,,,,,,0,0,0,0,2.9910202E7,0,0,0,0,0,0,0,0,0,1745327.9,0,1639453.9,0,0,0,0,0,0,0,
598,290.17138863181276,1.7287611,,,,,,,,,,,5574405.0,5332677.0,6830698.0,5653879.0,1.1001823E7,6261251.5,5820173.5,5429225.5,5017155.5,5248787.5,5687939.5,4861384.5,5703807.0,1.0429502E7,1.2021359E7,1.3136016E7,1.2625166E7,1.0870851E7,9988604.0,5680028.5,5362646.5,4667374.0,5669241.5,0,
599,719.2293674907568,1.7343199,,,,,,,,,,,6431771.5,5353148.0,5847681.0,7146345.0,4714372.0,6804836.0,8996360.0,5562893.0,5672549.5,6299108.5,6599801.0,5728542.0,6615356.0,1.129263E7,1.1228213E7,1.3033408E7,1.2958108E7,1.2293548E7,1.1278434E7,5922209.5,6943472.0,4682885.5,6153658.5,0,
600,345.68727599351524,1.7630347,,,,,,,,,,,9353309.0,9311142.0,8403615.0,7945366.5,1.3448784E7,0,1471832.2,1363852.9,1320106.6,1448779.4,1343045.5,1325585.4,1216040.1,6020531.5,2430319.5,7542678.5,1882369.8,1968408.5,6267369.0,1560082.1,1392441.9,1673139.2,1349089.6,0,
601,247.1114300435008,1.732542,,,,,,,,,,,6172536.5,2127643.8,1629665.8,2110600.8,4282773.5,1673393.9,1799335.8,1912494.1,1508228.6,1469318.6,1249643.2,0,1217237.5,4019364.0,4363252.0,4486268.0,4578548.5,3884572.0,3805465.8,2705348.5,2436562.2,1663933.5,1854616.0,0,
602,402.1931427328168,1.7355591,,,,,,,,,,,2.2355968E7,2.219676E7,2.3705594E7,2.3345702E7,2.4624132E7,1.3169055E7,1.6140142E7,1.3997126E7,1.0343943E7,1.3937274E7,1.3777488E7,1.0623327E7,1.3996309E7,2.6851564E7,2.969962E7,2.9557384E7,3.1372642E7,2.7584326E7,2.8602862E7,1.2916979E7,1.3525844E7,1.1460835E7,1.4077319E7,0,
603,568.2231204474655,1.7384789,,,,,,,,,,,4810962.0,4550274.0,5609548.0,5824530.5,0,7155782.0,6528304.0,6557493.5,6923505.0,7699341.5,7919279.0,6950228.5,7253749.0,1.024143E7,8637603.0,1.1082703E7,9629045.0,9935122.0,9242921.0,6931376.5,6778172.0,5886967.5,5818987.5,0,
604,419.6890991550663,1.7407677,,,,,,,,,,,1.1369866E7,1.0372224E7,1.1828434E7,1.1817191E7,9974902.0,1.0102536E7,1.0694247E7,1.2110069E7,1.0285909E7,1.0987399E7,1.1408619E7,1.0708289E7,1.0722469E7,1.9437644E7,1.7558164E7,2.0405068E7,1.9530844E7,1.8146124E7,1.851687E7,1.0506421E7,1.1656263E7,9244757.0,1.0527741E7,0,
605,546.2412450894772,1.744061,,,,,,,,,,,3.4439028E7,3.3534128E7,4.415135E7,4.887688E7,9588307.0,5.5700064E7,5.80872E7,5.9043084E7,6.223066E7,6.24716E7,6.646421E7,5.901983E7,5.919183E7,1.0212073E8,8.81753E7,1.0970577E8,1.0214872E8,9.6221656E7,9.87632E7,5.4914164E7,6.0192188E7,5.3411504E7,5.2741148E7,0,
606,237.12355742161657,1.8168763,,,,,,,,,,,2920438.0,0,0,0,1.5448812E7,0,0,0,0,0,0,0,2285062.2,3988864.2,0,4028810.0,0,3571031.8,3038737.8,2116260.8,0,2030385.0,0,0,
607,280.13741880779753,1.7472746,,,,,,,,,,,1.1347567E7,9980467.0,1.1593313E7,1.1663375E7,1.313107E7,1.0310125E7,1.0016773E7,1.2028694E7,8955251.0,9092744.0,9954092.0,8760663.0,9680535.0,1.9773912E7,1.8280022E7,2.1615904E7,2.0001526E7,1.9602704E7,1.931201E7,1.093981E7,1.0983867E7,1.0445717E7,1.0455182E7,0,
608,279.1341145581256,1.7481266,,,,,,,,,,,7.582704E7,6.5585668E7,7.06909E7,6.827358E7,9.2430744E7,6.6191936E7,6.675472E7,7.971986E7,5.8760076E7,5.8272344E7,6.1553556E7,5.2798136E7,6.4664436E7,1.3148359E8,1.19004264E8,1.3904558E8,1.2873562E8,1.2807785E8,1.2385044E8,7.154825E7,7.362836E7,7.034189E7,6.874409E7,0,
609,189.12335453776365,1.7502363,,,,,,,,,,,1287957.6,0,0,0,7.436233E7,0,0,0,0,0,0,0,0,8523511.0,8681156.0,8637583.0,8736894.0,8034818.0,7018349.5,0,0,0,0,0,
610,431.25017357208236,1.7501884,,,,,,,,,,,0,0,0,0,0,1.2197778E7,1.3093785E7,1.583303E7,1.709445E7,1.106773E7,1.4713345E7,1.4385904E7,1.2780806E7,1.970432E7,1.4799964E7,2.0276662E7,1.515102E7,1.6468799E7,1.6619373E7,9830294.0,1.1954932E7,1.1718627E7,1.1023104E7,0,
611,501.2668399725467,1.7662362,,,,,,,,,,,1.2757331E8,1.4981024E8,1.5427152E8,1.6286552E8,1.6824067E8,1.6036814E8,1.4021325E8,1.298524E8,1.7017952E8,1.2862286E8,1.1331903E8,1.7183155E8,1.4078062E8,2.5064715E8,2.9603318E8,3.150329E8,2.8932768E8,2.6185544E8,2.0627011E8,1.0246699E8,1.3969694E8,1.8586981E8,1.1397903E8,0,
612,203.1392780937839,1.7420053,,,,,,,,,,,0,0,0,0,8.254141E7,0,0,0,0,0,0,0,0,1413047.0,1357936.2,1150424.9,0,0,0,0,0,0,0,0,
613,223.1079584234463,1.7354012,,,,,,,,,,,0,0,0,0,3.2255928E7,0,0,0,0,0,0,0,0,2835234.0,2982932.0,2869634.5,2738960.2,2278521.8,2100861.8,0,0,0,0,0,
614,286.1762366144441,1.7621655,,,,,,,,,,,1.7446902E7,1.9596576E7,2.108601E7,1.800959E7,2.6112098E7,2.4981808E7,2.343349E7,2.1672758E7,2.7529988E7,2.2358744E7,2.1059934E7,2.7230356E7,2.078989E7,3.89957E7,4.2707164E7,4.183862E7,3.810457E7,3.621133E7,3.3186856E7,2.0613698E7,2.0004982E7,2.4828808E7,1.8961912E7,0,
615,251.1502453676968,1.7634621,,,,,,,,,,,1.2738703E7,1.2705604E7,1.3494594E7,1.1569089E7,1.3858221E7,1.2684912E7,1.223434E7,1.1493413E7,1.2674678E7,1.1455469E7,9845262.0,1.3086349E7,1.0217565E7,1.9970354E7,2.1305932E7,2.2774888E7,1.9332564E7,1.9237482E7,1.6542936E7,1.0394224E7,1.1302987E7,1.3293402E7,9770184.0,0,
616,201.12345740390992,1.7642442,,,,,,,,,,,2.231339E7,2.20031E7,2.303968E7,2.1530222E7,2.3521868E7,2.2848762E7,2.2408888E7,2.1632142E7,2.205141E7,1.945316E7,1.9741282E7,2.3871674E7,1.9552266E7,2.537893E7,2.7232716E7,2.7036654E7,2.427543E7,2.5327E7,2.0702786E7,1.9857924E7,2.1451478E7,2.3803694E7,1.9357704E7,0,
617,463.20361511427086,1.7642456,,,,,,,,,,,1.2541149E7,1.1725853E7,1.2683744E7,1.0904839E7,1.3550592E7,1.230502E7,1.2100849E7,1.1747424E7,1.3057548E7,9499399.0,8830584.0,1.2613096E7,1.0024521E7,1.7851358E7,1.797606E7,1.8845134E7,1.7578704E7,1.775197E7,1.2579559E7,9293079.0,1.1025766E7,1.3229261E7,9200824.0,0,
618,251.13731917977162,1.7666311,,,,,,,,,,,1.2831156E7,1.1373099E7,1.3227425E7,1.1580705E7,1.6729938E7,1.1608296E7,1.1804074E7,1.2160967E7,1.2247021E7,1.2325954E7,1.1496076E7,1.3755649E7,1.0252436E7,1.8563142E7,2.5110462E7,2.094498E7,2.6046446E7,1.8556868E7,1.5539115E7,1.0840535E7,1.0911538E7,1.4682796E7,1.0222056E7,0,
619,219.12906179760316,1.7674873,,,,,,,,,,,8915276.0,7645010.0,9468100.0,8601283.0,1.1633177E7,1.0385807E7,1.0583246E7,1.0156398E7,1.1153056E7,1.0284892E7,9343049.0,1.0861739E7,8727012.0,1.859171E7,2.1856424E7,2.1085346E7,1.895978E7,1.9314602E7,1.666614E7,9200345.0,8744277.0,1.0524539E7,9051216.0,0,
620,523.248846221751,1.764653,,,,,,,,,,,1.5880686E7,1.8419686E7,1.7143506E7,1.6828068E7,1.7072656E7,2.0860818E7,1.6155825E7,1.2908815E7,1.6352931E7,1.3896293E7,1.159943E7,2.233301E7,1.7617162E7,1.735866E7,1.9439414E7,1.7966128E7,1.5885809E7,1.7878056E7,1.7718548E7,1.2025755E7,1.3849628E7,2.1058432E7,1.0903402E7,0,
621,229.15471381291587,1.7695762,,,,,,,,,,,1.4988506E8,5.6021724E7,3.0795006E7,3.2241082E7,2.7785885E8,9595175.0,1.0841054E7,1.5778636E7,5033270.5,5664887.0,2838485.0,4089688.5,5377007.5,6.931212E7,7.66149E7,7.618414E7,6.865728E7,6.660214E7,5.422195E7,3.1879268E7,1.7705444E7,1.8502138E7,1.2451939E7,0,
622,558.2886298138683,1.7766014,,,,,,,,,,,1457824.8,1091122.4,1815196.9,1304200.0,1559603.1,3.485653E7,3.3792296E7,3.2401636E7,4.2972716E7,3.3458782E7,3.3516698E7,3.6867092E7,3.024557E7,5.4248524E7,6.3124708E7,6.1765564E7,5.7255884E7,5.3242724E7,4.830698E7,2.9108742E7,3.1955344E7,3.8515636E7,2.5473922E7,0,
623,501.2668890795923,1.7706175,,,,,,,,,,,9949344.0,1.1693307E8,1.4500133E8,1.2527306E8,1.6415906E8,1.3229989E8,1.32521704E8,1.3112101E8,1.5700925E8,1.21599096E8,1.1080123E8,1.4016326E8,1.0979386E8,2.4427886E8,2.5202595E8,2.7208435E8,2.463197E8,2.4097154E8,1.7610086E8,1.1035011E8,1.2678938E8,1.5097709E8,1.0379843E8,0,
624,233.14974003954828,1.7564384,,,,,,,,,,,0,0,0,0,6.40396E7,0,0,0,0,0,0,0,0,3083577.5,3138084.2,3093511.8,2802746.0,2308413.0,1697346.9,0,0,0,0,0,
625,308.15810508766685,1.772483,,,,,,,,,,,6429726.0,8179933.0,9780760.0,8716523.0,8363912.0,1.2109868E7,1.0806406E7,1.1631649E7,1.0549133E7,1.1055925E7,1.2277642E7,1.287713E7,1.1898127E7,1.0140673E7,7981364.5,8891558.0,8322603.0,1.0105948E7,9637843.0,9549089.0,1.00521E7,1.1475536E7,1.1939931E7,0,
626,408.1766102676887,1.7754856,,,,,,,,,,,1.4639456E8,1.4150838E8,1.2468546E8,1.1577348E8,1017931.3,5.917657E7,6.630965E7,6.916799E7,6.970191E7,7.217377E7,7.003174E7,6.95001E7,6.004504E7,1.3603515E8,1.5465602E8,1.5805381E8,1.4503982E8,1.2128398E8,1.08686184E8,8.221186E7,7.6352936E7,9.4143864E7,5.6864596E7,0,
627,366.21360572807714,1.7762184,,,,,,,,,,,5762095.0,6290488.0,8260443.5,5999896.5,1.4974671E7,1.1539014E7,1.1451213E7,1.1399391E7,1.4848984E7,1.1823867E7,1.2599378E7,1.2650171E7,1.1957897E7,1.8476584E7,2.06343E7,2.197187E7,2.0164874E7,1.7264854E7,1.515217E7,1.082834E7,1.0078667E7,1.213511E7,9637010.0,0,
628,332.1816074931112,1.7762748,,,,,,,,,,,8.3523176E7,8.489552E7,1.0739526E8,8.245269E7,1.4348507E8,9.728804E7,1.0424996E8,1.0573533E8,1.1486567E8,1.1006029E8,1.06961864E8,1.0179127E8,9.5768984E7,1.8080062E8,2.0208445E8,2.0747648E8,1.8577016E8,1.6054398E8,1.444809E8,9.8756E7,9.2038056E7,1.0818559E8,8.336452E7,0,
629,379.19522045259123,1.7729521,,,,,,,,,,,1.2877371E7,1.3556661E7,8906180.0,9737451.0,0,9395241.0,7332305.5,7045819.5,8502237.0,7631789.5,7212522.0,8418510.0,7185436.5,1.0210441E7,1.0196463E7,9912204.0,9960850.0,9507183.0,0,8413659.0,7299655.5,1.0396897E7,5730874.5,0,
630,515.2463728976484,1.776661,,,,,,,,,,,3.008948E7,2.808997E7,3.109723E7,2.5820438E7,3.6143304E7,3.0697012E7,3.1417356E7,3.085516E7,3.8852184E7,3.2118764E7,3.2660522E7,3.4543348E7,2.879452E7,5.472085E7,6.438735E7,6.276629E7,5.735379E7,4.8329188E7,4.240824E7,2.8289384E7,2.9768308E7,3.6179756E7,2.4540796E7,0,
631,357.2133082877775,1.7782526,,,,,,,,,,,3.285848E8,2.6565611E8,1.9557378E8,1.9507637E8,1.935567E7,1.5504483E8,1.7253546E8,1.768911E8,1.9666558E8,1.744232E8,1.7342165E8,1.7427267E8,1.6302646E8,3.484504E8,4.0843107E8,4.147017E8,3.6614032E8,3.1021776E8,2.906353E8,1.99832E8,1.6942654E8,2.1782053E8,1.432748E8,0,
632,230.15790908799653,1.7682247,,,,,,,,,,,1.860814E7,6243204.0,3561855.5,4190576.8,3.2693556E7,0,1336516.6,1682041.2,0,0,0,0,0,8265946.5,1.0363288E7,1.0100797E7,9748661.0,8007642.5,6623605.0,4097247.0,2330257.0,2151814.0,1699921.0,0,
633,244.129115747452,1.7792649,,,,,,,,,,,1.1398624E7,2210255.2,1670545.8,1601311.5,0,0,1324195.8,1275293.6,1664744.5,1264416.4,1289098.6,1421259.1,1324102.9,2826602.5,3058232.0,3312598.2,2942375.2,2316856.8,2572195.0,1528913.4,1404267.9,1771882.9,1015934.2,0,
634,620.6865464958811,1.7802657,,,,,,,,,,,1.0921025E7,1.0512708E7,1.215223E7,1.003124E7,0,8698829.0,8853505.0,1.0559121E7,1.0658818E7,1.2269685E7,9902698.0,9985555.0,8877119.0,7318532.0,1.2069665E7,1.035467E7,1.4254789E7,1.4995314E7,1.2868304E7,7405636.0,9778782.0,9608869.0,9034442.0,0,
635,299.1003188555726,1.7822542,,,,,,,,,,,1.3524764E7,1.2169267E7,1.2751998E7,9004610.0,1.9951508E7,8774028.0,1.033903E7,1.1590519E7,8353530.5,8564135.0,8443384.0,7077372.0,9485764.0,1.632007E7,1.895249E7,1.6886926E7,1.7288132E7,1.5592908E7,1.3844769E7,1.5411412E7,1.1943292E7,1.4095283E7,1.0423557E7,0,
636,486.2562195395583,1.7825712,,,,,,,,,,,6.6568588E7,7.816062E7,8.14274E7,6.4366276E7,1.3073204E8,3.55329E8,3.4060832E8,3.1603203E8,4.3403475E8,3.2781414E8,3.6648272E8,3.6656253E8,3.4966694E8,4.6643306E8,6.1402323E8,5.1867472E8,5.4421395E8,4.3081136E8,4.0237446E8,2.8565936E8,2.7733718E8,3.7710093E8,2.4052949E8,0,
637,508.2379208555141,1.7837576,,,,,,,,,,,2790310.0,4663845.5,3745082.8,3024193.8,6584384.5,1.7298238E7,1.5035181E7,1.2484988E7,1.7654812E7,1.543837E7,1.7617216E7,1.7017412E7,1.5283663E7,1.5535933E7,1.5829718E7,1.3417974E7,1.2863371E7,1.08026E7,9648227.0,1.3895174E7,1.1125871E7,1.7153148E7,1.0475584E7,0,
638,247.1288879648826,1.7858142,,,,,,,,,,,8199820.5,6613863.5,6383675.5,5187494.0,3.3350536E7,9877588.0,9490833.0,1.1262225E7,8848663.0,6375118.0,7348852.5,6328437.5,7428930.5,1.4734363E7,1.8807994E7,1.6333064E7,1.7935074E7,1.5245922E7,1.2997781E7,1.0573272E7,8860583.0,1.0140013E7,8146742.0,0,
639,504.24589677365367,1.7865956,,,,,,,,,,,2.350645E7,1.9703022E7,1.6535884E7,1.4804805E7,1.862361E7,1.4557683E7,1.5453477E7,1.6134683E7,1.4972376E7,1.4344205E7,1.558913E7,1.3907463E7,1.4014754E7,2.9222706E7,3.696526E7,3.2647234E7,3.372639E7,2.7011806E7,2.5379534E7,1.5107269E7,1.4334576E7,1.709816E7,1.252854E7,0,
640,276.1707603162224,1.7862071,,,,,,,,,,,1.5584448E7,1.5078086E7,1.4351589E7,1.2970555E7,2.0329256E7,1.363475E7,1.3851576E7,1.5086238E7,1.3482178E7,1.3966957E7,1.5474347E7,1.5859477E7,1.2761762E7,2.6311752E7,3.2636732E7,2.928061E7,2.9120058E7,2.5042564E7,2.2836666E7,1.5010825E7,1.3127469E7,1.5069594E7,1.2506403E7,0,
641,242.1863612036434,1.7885733,,,,,,,,,,,3.8204576E7,4.2592396E7,3.5834656E7,3.674608E7,5.0149056E7,3.905747E7,3.8152856E7,3.934006E7,3.182582E7,3.2397932E7,3.7552188E7,3.4249468E7,3.3954868E7,6.566666E7,8.356028E7,7.185753E7,7.83802E7,6.4116492E7,5.7868296E7,3.7117412E7,3.499304E7,4.2433504E7,3.229724E7,0,
642,437.21482296407413,1.7889633,,,,,,,,,,,8.7970904E7,7.203902E7,4.6646056E7,4.9225136E7,3.964589E7,4.3522996E7,4.470169E7,4.4290296E7,3.3522544E7,3.1917798E7,4.7333132E7,3.358677E7,3.79509E7,8.2755176E7,1.1226117E8,8.778133E7,1.0394094E8,8.743721E7,7.326415E7,4.6787216E7,4.1518868E7,5.199167E7,3.5943692E7,0,
643,358.216350807736,1.7785933,,,,,,,,,,,5.848014E7,4.9583756E7,3.8324604E7,3.917199E7,3325883.8,2.656803E7,3.0820346E7,3.5489372E7,3.5503224E7,3.3218598E7,3.092441E7,3.091091E7,3.3202518E7,6.6516616E7,7.254119E7,7.011839E7,6.851856E7,6.0314816E7,5.9244948E7,3.797012E7,3.0460012E7,3.675088E7,2.4762076E7,0,
644,318.14842261563865,1.793254,,,,,,,,,,,0,0,0,0,1.544057E7,6273275.0,4336706.5,4216048.5,5563885.5,3702344.2,4879956.0,4769545.0,3982525.0,6644882.5,7998308.5,7025613.0,7645147.5,6382494.0,5144839.5,3145572.2,3426500.5,3797210.5,4009862.8,0,
645,477.21949720406553,1.7975608,,,,,,,,,,,4.9787396E7,4.8663716E7,5.196357E7,4.5513292E7,6.88269E7,2965122.0,3031856.8,4121459.2,3505225.5,3719037.8,4132205.5,3776032.0,3989405.8,2.8413816E7,3.2748336E7,3.1728106E7,3.2655258E7,2.545086E7,1.9836074E7,3882579.2,3246658.2,3628708.5,4313852.0,0,
646,300.1918133109872,1.8035061,,,,,,,,,,,1.6007982E7,1.3667029E7,1.1128651E7,1.4188922E7,4564597.5,9907091.0,9228764.0,1.144565E7,8151175.5,8733473.0,9140913.0,8421883.0,9063807.0,2.0391964E7,2.2095794E7,2.0224014E7,2.2128594E7,2.0806552E7,1.8128016E7,1.2583655E7,1.019047E7,1.1522362E7,1.0911833E7,0,
647,243.13402641873807,1.8038986,,,,,,,,,,,1.3326385E7,7980509.0,6682949.0,6559901.0,1.0979149E8,1.2948744E7,1.1636328E7,1.4800495E7,6402873.0,6367833.5,7507148.0,5738253.5,8177605.0,2.9081494E7,3.4127144E7,2.7183464E7,3.2828016E7,3.0187406E7,2.5575164E7,1.1241618E7,1.1347506E7,1.1483042E7,1.2006085E7,0,
