row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260424_CVOL_Group_02_1F12_1.mzML Peak area,20260424_CVOL_Group_02_1F12_2.mzML Peak area,20260424_CVOL_Group_02_1F12_3.mzML Peak area,20260424_CVOL_Group_02_1F12_4.mzML Peak area,20260424_CVOL_Group_02_Control_LB.mzML Peak area,20260424_CVOL_Group_02_Delta_phzC_1.mzML Peak area,20260424_CVOL_Group_02_Delta_phzC_2.mzML Peak area,20260424_CVOL_Group_02_Delta_phzC_3.mzML Peak area,20260424_CVOL_Group_02_Delta_phzC_4.mzML Peak area,20260424_CVOL_Group_02_Delta_pvdE_1.mzML Peak area,20260424_CVOL_Group_02_Delta_pvdE_2.mzML Peak area,20260424_CVOL_Group_02_Delta_pvdE_3.mzML Peak area,20260424_CVOL_Group_02_Delta_pvdE_4.mzML Peak area,20260424_CVOL_Group_02_QC_01.mzML Peak area,20260424_CVOL_Group_02_QC_02.mzML Peak area,20260424_CVOL_Group_02_QC_03.mzML Peak area,20260424_CVOL_Group_02_QC_04.mzML Peak area,20260424_CVOL_Group_02_QC_05.mzML Peak area,20260424_CVOL_Group_02_QC_06.mzML Peak area,20260424_CVOL_Group_02_R47_1.mzML Peak area,20260424_CVOL_Group_02_R47_2.mzML Peak area,20260424_CVOL_Group_02_R47_3.mzML Peak area,20260424_CVOL_Group_02_R47_4.mzML Peak area,20260424_CVOL_bk_mapp_03.mzML Peak area,Unnamed: 37
300,362.1559017960871,1.0855311,height,,,,,,,,,,,6780103.0,8645792.0,8057988.0,7952677.5,7380985.0,3157426.0,4476709.0,4706438.5,4164686.8,4937813.5,4549977.0,4294091.5,3644011.8,7087850.5,8086135.5,8248357.5,8640518.0,7347604.5,8179167.5,4117436.2,4905770.0,4060419.2,5250275.5,0.0,
301,201.08708645283676,1.0931776,height,,,,,,,,,,,17929800.0,28212480.0,29186274.0,32187064.0,6967517.0,9029993.0,11453900.0,11048371.0,12182693.0,13443351.0,12488769.0,13671715.0,9832002.0,13540014.0,13856031.0,14305678.0,14196799.0,13356445.0,13394918.0,10491293.0,12400060.0,10715589.0,11462653.0,0.0,
302,403.182469767792,1.0975977,height,,,,,,,,,,,2205146.0,3095234.5,3846309.5,3648962.0,1067548.1,6866162.5,7944745.5,7488640.0,8162261.0,8423387.0,7949713.5,8632758.0,6981400.0,8802036.0,9272846.0,9630625.0,9677935.0,8877563.0,9943886.0,6722237.5,8135363.0,7401457.5,7906929.0,0.0,
303,306.0807224175758,1.1103518,height,,,,,,,,,,,0.0,0.0,0.0,0.0,9228310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
304,369.1745520464736,1.1200094,height,,,,,,,,,,,2671813.8,3078170.2,3573333.8,3173680.5,4403190.5,3900253.0,3935636.2,3952973.5,3230576.2,4473627.5,4118106.8,4831578.0,4137831.5,7727195.0,8527710.0,8612108.0,7521215.5,7123618.5,7363022.0,3357073.5,2926807.8,3979090.8,3294372.2,0.0,
305,347.19252772204806,1.1258863,height,,,,,,,,,,,8284038.5,10058858.0,13433441.0,12038928.0,12613638.0,11103211.0,11606483.0,12006527.0,10282192.0,12298511.0,12707960.0,13785445.0,11857897.0,17119678.0,19937692.0,16919480.0,17000388.0,17762396.0,17782996.0,9123397.0,9285109.0,11101817.0,10117353.0,0.0,
306,152.05680697394527,1.1019607,height,,,,,,,,,,,1258252.2,1230491.9,1121117.5,2093389.9,16246703.0,984582.56,0.0,1219740.8,1076714.8,1188272.4,0.0,1022334.9,929996.7,1551706.8,1838949.9,1772911.8,1898114.4,1644034.4,1672436.6,1065975.0,0.0,1159725.0,1207100.6,0.0,
307,207.0741547847637,1.1292459,height,,,,,,,,,,,7092860.0,6604659.5,7151342.0,6754730.5,3889505.8,5413220.0,5227684.0,5174783.5,5620461.5,5415907.0,6007319.5,6050837.0,5697580.0,7571625.5,9743055.0,8284807.5,8955170.0,7146502.5,7247913.5,4696188.0,4193464.5,5493323.5,4867008.0,0.0,
308,728.235146330527,1.1301745,height,,,,,,,,,,,1587549.4,1616481.5,1686010.2,1552894.1,1872601.2,2043969.8,1820142.4,2027916.6,1595703.4,2101813.2,1815542.5,2262231.2,2123398.0,3905074.2,4546663.0,4636278.0,3791381.8,4218777.5,4174937.2,1784636.9,1393266.1,2214073.0,1876745.0,0.0,
309,706.2531536115064,1.1325903,height,,,,,,,,,,,3679813.0,4381950.0,4262499.0,4624862.0,4441563.5,3990357.8,4008433.2,4500384.5,3664612.2,4296600.0,4371379.5,5084245.5,4565456.5,7028740.0,8386866.5,7923950.5,6782571.5,8250841.5,7483072.0,3790109.0,3818372.0,4778313.5,4272870.5,0.0,
310,185.09213542771363,1.1359587,height,,,,,,,,,,,18353662.0,23116980.0,25418144.0,24709804.0,10181113.0,12244834.0,12377022.0,14011339.0,13786181.0,14522254.0,14133707.0,16376615.0,13426304.0,14998973.0,17816548.0,16553124.0,16705767.0,15452717.0,15314986.0,11729905.0,13398775.0,12866421.0,13114697.0,0.0,
311,212.103062022216,1.1382229,height,,,,,,,,,,,9849259.0,8674385.0,8884109.0,9526247.0,13464417.0,12466390.0,11566685.0,13624904.0,12536107.0,11500542.0,11848932.0,13097632.0,12195517.0,17344650.0,18832118.0,18016438.0,19671720.0,15682643.0,17174910.0,11803017.0,11660412.0,12013770.0,12215167.0,0.0,
312,235.08883012925205,1.1443408,height,,,,,,,,,,,2186219.5,2345370.5,2365640.8,2079507.0,2128061.0,2711492.8,2355600.0,2681664.8,2624836.5,2798293.0,2546040.0,2774756.5,2454098.2,4096906.8,4680728.0,4904411.0,4425061.5,3891629.8,4071251.8,2418789.2,2078042.0,2659870.5,2550752.8,0.0,
313,195.07653453564797,1.1410826,height,,,,,,,,,,,12819236.0,12302612.0,12995983.0,12765122.0,19448772.0,16578546.0,16247731.0,18051256.0,15238762.0,17325900.0,15836116.0,19153756.0,17308812.0,23403928.0,27705240.0,26686014.0,24461252.0,24344914.0,24496832.0,16843956.0,15732345.0,17665666.0,17353124.0,0.0,
314,234.08513595217892,1.1427162,height,,,,,,,,,,,25034872.0,27816930.0,29631376.0,28428108.0,23213140.0,25359888.0,24662694.0,27625494.0,24675932.0,28475074.0,25357988.0,29526064.0,26638824.0,39887490.0,48640210.0,47997308.0,46180084.0,38569360.0,39651292.0,25526126.0,23648160.0,26919664.0,26248346.0,0.0,
315,284.0989265489121,1.1466807,height,,,,,,,,,,,0.0,0.0,0.0,0.0,13046640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
316,283.1265131621102,1.1506177,height,,,,,,,,,,,0.0,0.0,0.0,0.0,21423596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2067453.2,2733612.8,2439354.2,2534706.0,2118130.8,2007751.2,0.0,0.0,0.0,0.0,0.0,
317,227.15820526468391,1.1575634,height,,,,,,,,,,,9869613.0,11005351.0,10463377.0,9494344.0,9561778.0,8028188.5,9056704.0,8684067.0,9214900.0,8845245.0,8348932.0,9185147.0,9030116.0,15488871.0,17425650.0,16913392.0,16804384.0,15790481.0,14549053.0,8489190.0,8573827.0,8062412.5,9048284.0,0.0,
318,489.2306347225489,1.1523949,height,,,,,,,,,,,2954022.5,3615833.8,2592562.2,2603478.5,10092780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2056545.1,2698891.5,2594921.5,2648820.2,2270935.0,2146446.8,0.0,0.0,0.0,0.0,0.0,
319,261.14462880871577,1.1604118,height,,,,,,,,,,,1020238.5,1024518.9,0.0,957469.0,152686110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14277019.0,16045023.0,14815481.0,16647643.0,14991371.0,12043075.0,0.0,0.0,0.0,0.0,0.0,
320,230.11357643437927,1.2139885,height,,,,,,,,,,,19901350.0,12487016.0,11856368.0,11089541.0,9329801.0,17676092.0,13386041.0,8905499.0,13547308.0,17208692.0,17001908.0,17848358.0,16717832.0,27523576.0,28808652.0,29853754.0,27231646.0,27215696.0,27327192.0,15990305.0,8414404.0,18545298.0,15348870.0,0.0,
321,209.12857081909263,1.1610441,height,,,,,,,,,,,5341936.5,7227564.0,6153557.0,5965212.0,6372251.5,5185887.0,5289231.0,5276540.5,5318824.5,5518804.0,5216644.0,5359188.0,5473902.0,8463974.0,11047108.0,10541124.0,10375753.0,10189810.0,8824856.0,5074401.0,5248938.0,5054412.0,5389849.0,0.0,
322,215.13915795760263,1.1651886,height,,,,,,,,,,,1401043.1,1182342.1,0.0,918591.94,40144330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5124465.0,5560129.5,5432443.5,5954997.0,6012846.5,5281859.5,0.0,0.0,0.0,0.0,0.0,
323,226.15507254605663,1.1620476,height,,,,,,,,,,,75931470.0,89619140.0,79041440.0,77918860.0,81988700.0,66528828.0,71841950.0,70659510.0,72265880.0,69195300.0,68321140.0,72298580.0,74063690.0,115467270.0,144733150.0,135213280.0,138583360.0,132646504.0,113810960.0,69871624.0,69190350.0,67536160.0,69464990.0,0.0,
324,317.1818534873317,1.1659888,height,,,,,,,,,,,3336731.8,4483751.0,4404443.5,3988327.2,3703148.0,3389494.5,3381401.0,3543101.5,3582829.8,3632750.5,3319749.2,3849679.5,3860604.2,5701188.0,6342494.5,5664894.5,6351647.0,7152722.5,5961545.0,3494944.0,3361655.5,3388843.5,3605141.8,0.0,
325,375.18744545111946,1.1744184,height,,,,,,,,,,,2266248.0,3106094.5,3001808.5,3047471.0,2507479.0,2743457.5,2679271.2,2980576.5,3308957.8,3322628.2,2979285.2,3237434.8,3130199.0,4704457.5,4811895.0,4453741.0,5126386.5,5603051.0,4759871.0,2761750.2,2671563.2,2914514.2,2747063.8,0.0,
326,199.1078127597028,1.1772977,height,,,,,,,,,,,3475757.2,4046869.2,3928998.0,3887653.5,2341084.5,3078994.8,3046922.0,3382286.5,3399330.2,3407259.2,3177531.2,3422752.2,3059813.2,4399485.5,3997908.8,4028455.8,3917689.2,4666172.0,3959874.5,2933930.0,2983697.8,3182589.8,3075813.0,0.0,
327,237.0867368047852,1.1843821,height,,,,,,,,,,,5543785.5,6447657.5,6136202.5,5995407.0,6184352.5,6233334.0,6005836.5,6528079.5,6644947.5,6753581.5,6322796.0,5903112.5,5805045.5,10123887.0,10272334.0,9995995.0,9192173.0,11226117.0,9576583.0,5667293.5,5819354.0,5949553.5,6193296.5,0.0,
328,490.2145492880456,1.2032048,height,,,,,,,,,,,124806904.0,117046810.0,5329194.0,4520595.5,4435679.0,4771174.5,4641052.0,4622322.5,5118156.0,5496944.5,4854474.5,4413969.0,4644137.5,8282238.0,8450466.0,238475280.0,7816515.0,8432196.0,7707937.0,4304324.5,4892565.5,4643369.5,4261760.0,0.0,
329,493.2744759630653,1.202461,height,,,,,,,,,,,10503963.0,10111769.0,12347286.0,11550292.0,10483904.0,13413516.0,11854238.0,11956725.0,12849354.0,13608356.0,11607376.0,13191544.0,11859772.0,25843612.0,27065994.0,21323154.0,25818644.0,22076296.0,19805122.0,11814446.0,11648240.0,12090621.0,10830367.0,0.0,
330,290.17098986247026,1.2048235,height,,,,,,,,,,,4771067.0,4759232.5,6980236.0,5504100.0,8907426.0,6599102.0,6094486.5,6248003.5,5349534.0,6178952.0,5569873.5,5557841.5,5823907.0,10534679.0,11883897.0,9332380.0,11270627.0,10516508.0,9266289.0,5569225.5,5985993.0,5719873.0,5397785.0,0.0,
331,244.12893120202563,1.2052239,height,,,,,,,,,,,6998423.0,7852665.5,8821330.0,8405616.0,8235005.0,7815724.5,7627333.0,7779228.5,7877653.0,7916089.0,7393975.5,8333309.0,7103283.0,13810016.0,14704406.0,12903670.0,14523723.0,14191441.0,12236081.0,6932848.5,7713302.0,7326810.0,6880333.5,0.0,
332,471.29284161292935,1.2071975,height,,,,,,,,,,,46189276.0,47737296.0,54505360.0,57448468.0,59613904.0,57618812.0,51582004.0,52625204.0,56736164.0,55505412.0,47988050.0,59748030.0,52060424.0,121081940.0,128881360.0,102455610.0,133487160.0,114454100.0,102780744.0,50555416.0,48809464.0,52410170.0,47875560.0,0.0,
333,130.05006453534256,1.2062513,height,,,,,,,,,,,3597622.0,3481638.2,3167752.8,2876362.5,4180522.8,3570427.8,2907007.0,3062262.2,2971021.5,3275662.5,2882765.0,3881774.2,3669330.2,4877655.5,4308684.0,4396163.5,4251925.5,4858191.5,4263593.0,3156295.0,2731656.8,3144117.8,2741697.0,0.0,
334,236.14971049782315,1.2076013,height,,,,,,,,,,,27901606.0,29921002.0,32233966.0,29723526.0,33534598.0,30840090.0,32063430.0,29866994.0,33165880.0,32754054.0,31514964.0,32986756.0,30960050.0,55782790.0,61148092.0,51737124.0,58779224.0,59310950.0,50333424.0,28686106.0,32330294.0,29238194.0,28405376.0,0.0,
335,227.63656267646115,1.2087815,height,,,,,,,,,,,4973879.5,5345966.0,5818310.0,5344332.0,5698383.0,5794668.5,5622286.0,5079824.5,5922339.0,5623819.5,5780363.5,5753542.0,5497905.0,10078409.0,10909586.0,8700315.0,10544564.0,10840101.0,8669810.0,5271807.0,5665248.5,5180116.0,5178190.5,0.0,
336,236.651500823805,1.2083961,height,,,,,,,,,,,6090795.5,7074563.5,7425733.0,6968035.0,7574155.5,7132382.0,7452018.5,7225231.0,7407180.0,7216200.0,7293872.5,7505610.5,7350625.0,13389522.0,13782951.0,12490668.0,13704884.0,13123608.0,11406255.0,6563367.5,7630534.0,6348771.0,6387391.0,0.0,
337,331.662373076322,1.2198122,height,,,,,,,,,,,16994330.0,17513034.0,16937406.0,18722478.0,23642642.0,9873221.0,9730082.0,10060491.0,9127525.0,10817026.0,9308609.0,11286510.0,9812515.0,21791876.0,22819594.0,22601924.0,24154792.0,26042862.0,21974792.0,10107940.0,10185889.0,9572192.0,10992002.0,0.0,
338,662.3181525228193,1.2198056,height,,,,,,,,,,,7120664.5,8229874.0,7011441.5,8798055.0,12899306.0,4565202.5,4183156.5,4635937.0,3997769.2,4827876.5,3916106.5,5015486.5,4414229.0,13127702.0,13576571.0,13393365.0,13888555.0,15049710.0,13550190.0,4542714.0,3913935.2,4357101.5,4751451.0,0.0,
339,507.2904027073784,1.2201923,height,,,,,,,,,,,7573629.5,7784877.5,6085095.0,7985192.0,7669749.0,8219562.5,6793363.5,6839615.0,8294530.0,8124009.0,7269827.0,10061385.0,7949940.0,14426341.0,14157431.0,13733018.0,17179600.0,14204246.0,12929953.0,8224045.0,6199998.0,7998766.5,8695720.0,0.0,
340,485.3084313112926,1.2205937,height,,,,,,,,,,,65381692.0,70897670.0,59706864.0,76067100.0,92139640.0,69686180.0,59356468.0,60867828.0,70477300.0,72507270.0,61452816.0,84712000.0,69929660.0,163886540.0,156393760.0,163195200.0,174636240.0,174376540.0,156747470.0,69640240.0,55693270.0,68442264.0,69947850.0,0.0,
341,243.15793676404184,1.2209837,height,,,,,,,,,,,141610860.0,147434290.0,144705020.0,148283580.0,170893620.0,138097500.0,138417860.0,143347920.0,141495250.0,148709200.0,139402750.0,164426200.0,142874380.0,282937760.0,282380300.0,292828740.0,305507520.0,313611200.0,265350700.0,134425180.0,137379380.0,138331540.0,142038110.0,0.0,
342,372.2241200142879,1.2213914,height,,,,,,,,,,,10886589.0,12435362.0,11982137.0,14616081.0,13780815.0,12105081.0,11755938.0,11501446.0,12598002.0,13475037.0,11472191.0,14206426.0,11941070.0,23664260.0,24361654.0,25254110.0,25822164.0,26186792.0,24001066.0,12141059.0,10189512.0,11858138.0,11745441.0,0.0,
343,599.2286647146119,1.2229509,height,,,,,,,,,,,14017855.0,14477514.0,11600209.0,14951581.0,13879463.0,11929277.0,9827181.0,10658160.0,11514314.0,12788017.0,10693805.0,14023817.0,11813860.0,24118630.0,24176436.0,23336440.0,24498854.0,25337408.0,22953296.0,11925916.0,8804632.0,11137649.0,11835636.0,0.0,
344,577.246777178015,1.2241378,height,,,,,,,,,,,42622788.0,45429044.0,39854110.0,50401610.0,50671224.0,39115668.0,33459392.0,35495010.0,37298964.0,39702068.0,34658492.0,43501624.0,38216070.0,75528340.0,74742760.0,72724880.0,73691490.0,83808160.0,76282680.0,38885716.0,31226860.0,35735204.0,39476570.0,0.0,
345,405.198062828247,1.2249254,height,,,,,,,,,,,4938214.0,5238250.0,4543966.0,5347092.5,5212019.5,4421970.5,3881019.2,4065307.2,4512819.5,5004224.0,4326760.5,5221663.5,4615020.5,7865028.0,7806851.5,7860908.5,8049940.0,9357631.0,7849610.0,4641761.5,3906128.8,4218161.5,4692924.0,0.0,
346,221.09193231129453,1.2289419,height,,,,,,,,,,,17214340.0,16389992.0,14025808.0,15262437.0,16621485.0,15164137.0,13433664.0,14992825.0,14471707.0,15083954.0,14604737.0,16497767.0,15605234.0,24348432.0,25935760.0,26055024.0,24715946.0,25972966.0,24481856.0,14716608.0,13862349.0,14868949.0,15118228.0,0.0,
347,203.08156758932856,1.2293448,height,,,,,,,,,,,11533494.0,11185558.0,10175274.0,10678474.0,11432391.0,9786114.0,9285306.0,9317383.0,9937735.0,10227118.0,9287892.0,11191777.0,9967683.0,16225961.0,16337389.0,17433064.0,15916306.0,16930772.0,16378866.0,9640526.0,8714580.0,9787091.0,10160456.0,0.0,
348,329.18187143414013,1.2333922,height,,,,,,,,,,,12339950.0,9522295.0,5853420.0,7583963.5,1002461.25,2706716.2,2999298.5,4068021.0,2491564.5,3463425.5,3255614.0,3156485.5,3136121.5,8208159.5,9118451.0,8781026.0,8820397.0,8909723.0,8595460.0,5627365.0,4538757.0,5154036.5,3818302.0,0.0,
349,137.04580634673414,1.2345631,height,,,,,,,,,,,9598726.0,5321630.5,3421347.2,4281707.0,2272762.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520619.8,2374424.5,2543778.8,3016343.0,2383535.2,2272072.2,0.0,0.0,0.0,0.0,0.0,
350,230.1135947645189,1.239046,height,,,,,,,,,,,19244324.0,18741254.0,17481448.0,17772600.0,18743108.0,17314086.0,13955314.0,17408016.0,15241747.0,16669317.0,16365753.0,16249644.0,16094564.0,26271884.0,29028554.0,29535626.0,27209542.0,26477738.0,25894128.0,15560855.0,15399271.0,18054178.0,15211010.0,0.0,
351,155.08153276895348,1.2418708,height,,,,,,,,,,,22144560.0,20721366.0,20756382.0,21691486.0,16929470.0,19810626.0,17139514.0,20981888.0,18247398.0,18824324.0,19359420.0,18634254.0,19533712.0,23670400.0,24347746.0,23884830.0,24517002.0,22869618.0,22696178.0,18440330.0,18506264.0,20525064.0,18440786.0,0.0,
352,355.1975247822604,1.2428274,height,,,,,,,,,,,5761860.0,5199858.0,4775871.5,4984570.5,4850818.5,4218028.0,3289682.0,4569601.5,4152655.8,4107401.0,4172668.2,3903298.8,3781112.5,8191469.0,8727827.0,8815061.0,8586009.0,7965614.5,7605748.5,3710664.0,4457883.5,4504405.5,4022036.5,0.0,
353,369.1745713895501,1.2407045,height,,,,,,,,,,,2032790.1,1759884.0,2806066.8,2182299.8,11513205.0,2740946.0,1851772.9,3247786.0,2230804.0,1760942.0,2015609.8,1617928.0,2177600.5,5536493.0,5687190.5,5600732.5,6145940.5,5102007.0,4378301.0,2069306.0,2057800.9,2323041.5,2602624.2,0.0,
354,347.1925001040833,1.2468542,height,,,,,,,,,,,12933167.0,11629878.0,19924606.0,15248017.0,94807930.0,17747616.0,13221249.0,20980334.0,11342357.0,12325357.0,12994441.0,9694060.0,13189071.0,36261864.0,39614370.0,37990560.0,39453210.0,34768796.0,31339546.0,14660375.0,15831916.0,15197395.0,18507494.0,0.0,
355,283.12655524765864,1.1920743,height,,,,,,,,,,,0.0,0.0,0.0,0.0,14589049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1859679.8,1049860.4,2168758.2,0.0,2219316.8,2007751.2,0.0,0.0,0.0,0.0,0.0,
356,203.1391436625109,1.2568195,height,,,,,,,,,,,0.0,0.0,0.0,0.0,64271004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
357,261.144528044731,1.1978128,height,,,,,,,,,,,0.0,0.0,0.0,957469.0,174925760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12765056.0,9540720.0,14557584.0,10930749.0,7341329.5,10168877.0,0.0,0.0,0.0,0.0,0.0,
358,254.1611604491709,1.2572424,height,,,,,,,,,,,81512120.0,86032870.0,80132180.0,78945260.0,78889400.0,70952970.0,67291110.0,86009350.0,71540744.0,73932850.0,76589650.0,75798600.0,65699956.0,124929370.0,133653064.0,132958744.0,153502480.0,118409260.0,115113360.0,76452910.0,75438664.0,78765016.0,76036910.0,0.0,
359,700.326681860388,1.2695237,height,,,,,,,,,,,5131403.0,6306891.0,6503347.5,5298470.0,6235498.5,4115616.0,4573518.5,4836536.5,3801581.2,4581275.5,4346382.5,4380115.0,3417754.5,6620489.0,10490234.0,7965261.0,11225168.0,8712973.0,9498006.0,4080649.2,3962409.0,4007273.0,4380874.5,0.0,
360,252.6371220574881,1.2741262,height,,,,,,,,,,,3784558.2,5019575.5,4665746.0,4526509.5,3188435.5,4863813.0,5130844.5,5283369.0,4722621.5,5494544.5,5088346.0,5475575.0,4761489.0,7594263.0,9438059.0,9468090.0,10117013.0,9469588.0,9110912.0,4883223.5,4960088.0,4950845.5,5222789.5,0.0,
361,504.2665432507208,1.2749013,height,,,,,,,,,,,3858696.2,4787304.0,4775146.5,3961926.8,2862699.2,4881436.0,4865860.5,5015232.0,4215180.0,5253730.5,4578915.0,4801127.5,3819644.8,7446379.5,11795053.0,9756282.0,11894464.0,9817634.0,10411634.0,4056134.0,3819031.2,4242102.5,4313563.5,0.0,
362,304.16987027512187,1.2845392,height,,,,,,,,,,,5541890.5,5403157.0,6740521.5,4796831.0,5650543.0,5690901.0,5870207.0,6545476.5,4968040.0,6044229.5,5582287.0,5612879.5,5120031.0,8755889.0,9960340.0,10437157.0,10258117.0,10967256.0,10560980.0,5276936.0,5357039.0,5230333.0,5386470.5,0.0,
363,247.6580351454584,1.3134737,height,,,,,,,,,,,4399004.5,4837216.5,5919132.0,5248339.0,7025979.5,5415492.5,5413558.0,5887842.0,6536258.5,6178141.5,5824864.5,6507682.0,5161656.0,12194321.0,13957152.0,13728671.0,13429361.0,11629313.0,10973552.0,4975573.5,5717987.5,5894747.5,5442451.0,0.0,
364,490.214737286045,1.2827771,height,,,,,,,,,,,108638460.0,106789800.0,129695450.0,98598330.0,111163750.0,123671736.0,117143080.0,118773270.0,101679110.0,109937510.0,103940296.0,105865100.0,92582130.0,163394880.0,211450080.0,180976850.0,183203180.0,191223760.0,203195400.0,91562024.0,108953450.0,99791340.0,100252430.0,0.0,
365,512.1967487700867,1.2827771,height,,,,,,,,,,,28345176.0,27383254.0,31110858.0,22718288.0,21549948.0,29676816.0,27316920.0,28984464.0,24435118.0,26551746.0,26267758.0,27939684.0,22565978.0,42095110.0,51402596.0,45142400.0,44935820.0,45173836.0,48631652.0,21843982.0,24544232.0,24812464.0,23843060.0,0.0,
366,325.14824892686613,1.2832329,height,,,,,,,,,,,11231454.0,11724440.0,13286057.0,9725846.0,9753213.0,12493094.0,11629581.0,12063919.0,10151499.0,11054144.0,11733007.0,12074547.0,10511586.0,20256336.0,22686758.0,22683326.0,20901174.0,19296598.0,21409240.0,9924961.0,9872472.0,10423665.0,11387446.0,0.0,
367,303.1663491366446,1.2836651,height,,,,,,,,,,,38002476.0,40536068.0,47943784.0,36808340.0,44483336.0,44659170.0,42383476.0,44483668.0,36927332.0,39762756.0,40929456.0,40153970.0,37752960.0,65179356.0,80539160.0,72381710.0,73290430.0,71130090.0,74657350.0,37103696.0,39006612.0,37957640.0,42018940.0,0.0,
368,583.2339573146713,1.2871617,height,,,,,,,,,,,5485214.5,5038577.0,6028316.5,4139990.0,5546388.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3572709.5,4089072.2,4170432.0,3535643.0,3439726.0,3568292.2,0.0,0.0,0.0,0.0,0.0,
369,189.12348968458744,1.2931582,height,,,,,,,,,,,0.0,0.0,0.0,0.0,47001040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1718694.4,1698304.2,1597881.9,1553366.8,1081080.9,855912.8,0.0,0.0,0.0,0.0,0.0,
370,236.10066307114025,1.3001769,height,,,,,,,,,,,5150584.0,5255055.5,5681301.5,4609243.5,3918761.5,5241915.5,4868410.5,4730380.5,4745864.0,4848146.5,4906595.5,4393098.0,4872755.0,7972860.5,7683643.5,9055060.0,8682027.0,8301963.5,6721011.5,5079076.5,4490466.5,4778235.5,4634529.0,0.0,
371,239.1027128688877,1.2892227,height,,,,,,,,,,,0.0,0.0,0.0,0.0,8478305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201496.5,1242338.0,1443084.8,1330934.5,1053033.6,1055883.4,0.0,0.0,0.0,0.0,0.0,
372,343.1977767075653,1.3027667,height,,,,,,,,,,,17225084.0,14466440.0,12557046.0,11753606.0,4540329.0,23722596.0,22621412.0,21440230.0,26636304.0,22246904.0,21128154.0,20690402.0,21549008.0,33699970.0,38171430.0,38405644.0,40408116.0,36658164.0,33510342.0,20058992.0,21252190.0,22015784.0,20238816.0,0.0,
373,364.1617106818174,1.303598,height,,,,,,,,,,,7075796.5,6175165.5,6014492.5,5302255.5,3235329.2,27642404.0,27044986.0,24341262.0,29662198.0,25508382.0,26645906.0,22902492.0,25629220.0,36172550.0,37466844.0,38981190.0,42421850.0,38618564.0,33662624.0,24904222.0,26019380.0,26412362.0,24400210.0,0.0,
374,561.2520006908904,1.309847,height,,,,,,,,,,,22423730.0,21509518.0,26403076.0,18728398.0,28222740.0,1815656.1,1564787.1,2320897.0,1271918.2,2326854.8,1677569.4,1448388.4,1447013.6,14756761.0,17921454.0,16731634.0,15207064.0,14957338.0,15665678.0,1646056.6,1945163.9,1509843.0,1643105.2,0.0,
375,253.11848718479732,1.3123671,height,,,,,,,,,,,0.0,0.0,0.0,0.0,6228125.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
376,389.203181256551,1.3135182,height,,,,,,,,,,,7354341.0,8127240.5,10360347.0,8920947.0,11275210.0,11246989.0,10332128.0,11366250.0,11241847.0,11961633.0,10020885.0,8923200.0,10761565.0,17479312.0,19751372.0,21434308.0,18317480.0,19540772.0,17311376.0,10054289.0,10060020.0,11043282.0,11275848.0,0.0,
377,348.17659336302347,1.3469225,height,,,,,,,,,,,7292626.0,7913537.0,8663933.0,7900476.0,12570860.0,21844522.0,21958146.0,9352401.0,22570804.0,9623588.0,21859666.0,18547480.0,8884023.0,15343114.0,17996942.0,16701076.0,36545484.0,15399308.0,31978718.0,8437482.0,20564272.0,9395988.0,14372389.0,0.0,
378,228.11639469241624,1.3184432,height,,,,,,,,,,,4604143.5,4493682.5,4291445.0,4083290.2,5895881.5,3305458.5,3639489.5,3714321.8,3258744.5,3511234.2,3785947.8,2902934.2,3548896.5,6685701.0,8126481.5,7312372.5,6777828.0,7450371.0,6870963.0,3748789.0,3336180.8,3772442.8,4226387.0,0.0,
379,455.2251777516653,1.3196601,height,,,,,,,,,,,6105769.0,5949271.0,5654217.0,5660413.0,7700736.0,4913892.5,4332586.0,5775331.0,4367537.5,5525707.0,4180296.2,3751694.2,4883450.0,12774804.0,14707559.0,13526032.0,12841330.0,12370269.0,12879144.0,4861740.0,4694429.5,5430198.0,5167053.0,0.0,
