row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260428_CVOL_Group_02_1F12_1.mzML Peak height,20260428_CVOL_Group_02_1F12_2.mzML Peak height,20260428_CVOL_Group_02_1F12_3.mzML Peak height,20260428_CVOL_Group_02_1F12_4.mzML Peak height,20260428_CVOL_Group_02_Control_LB.mzML Peak height,20260428_CVOL_Group_02_Delta_phzC_1.mzML Peak height,20260428_CVOL_Group_02_Delta_phzC_2.mzML Peak height,20260428_CVOL_Group_02_Delta_phzC_3.mzML Peak height,20260428_CVOL_Group_02_Delta_phzC_4.mzML Peak height,20260428_CVOL_Group_02_Delta_pvdE_1.mzML Peak height,20260428_CVOL_Group_02_Delta_pvdE_2.mzML Peak height,20260428_CVOL_Group_02_Delta_pvdE_3.mzML Peak height,20260428_CVOL_Group_02_Delta_pvdE_4.mzML Peak height,20260428_CVOL_Group_02_QC_01.mzML Peak height,20260428_CVOL_Group_02_QC_02.mzML Peak height,20260428_CVOL_Group_02_QC_03.mzML Peak height,20260428_CVOL_Group_02_QC_04.mzML Peak height,20260428_CVOL_Group_02_QC_05.mzML Peak height,20260428_CVOL_Group_02_QC_06.mzML Peak height,20260428_CVOL_Group_02_R47_1.mzML Peak height,20260428_CVOL_Group_02_R47_2.mzML Peak height,20260428_CVOL_Group_02_R47_3.mzML Peak height,20260428_CVOL_Group_02_R47_4.mzML Peak height,20260428_CVOL_bk_mapp_pre_01.mzML Peak height,
237,137.10735830649477,1.0605526,,,,,,,,,,,1.2065724E7,1.3117859E7,1.209066E7,1.3907382E7,1.7065624E7,1.3331191E7,1.2437597E7,1.3379085E7,1.4749871E7,1.4688052E7,1.4154611E7,1.4769874E7,1.4500192E7,1.3259589E7,1.2527397E7,1.3916362E7,1.347938E7,1.3914336E7,1.2498067E7,1.1087699E7,1.2463551E7,1.3230563E7,1.3547376E7,0,
238,149.10735568113802,1.0656182,,,,,,,,,,,3258653.0,3170432.8,3060742.5,3081019.8,4682262.0,3149833.5,3029165.8,3451661.5,3416264.5,3533478.8,3565900.8,3734134.8,3491066.5,3191418.5,3199846.2,3304123.8,3370849.5,3525859.8,3220411.0,2812840.2,2788299.2,3454055.0,3455361.0,0,
239,433.2421810109779,1.0652726,,,,,,,,,,,4719007.0,4631641.0,4663269.0,4837123.0,4717801.0,4638933.5,3802964.0,4774307.0,4878600.0,4281481.5,4203525.0,4654072.5,0,4549487.0,4702062.5,4528934.5,4430116.0,5706072.5,4428001.0,4716208.5,4240582.0,4195300.5,4453283.0,0,
240,202.21668543981554,1.0805864,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1906568.6,
241,211.10781139754292,1.0873946,,,,,,,,,,,3.480546E7,3.4918788E7,3.3343038E7,3.5376976E7,3.8965384E7,3.8210504E7,3.480211E7,3.571811E7,3.405511E7,3.5190812E7,3.874252E7,3.519167E7,3.60875E7,3.4136336E7,3.8102576E7,3.6299284E7,3.3752504E7,3.616478E7,3.377843E7,3.741195E7,3.4808904E7,3.5128176E7,3.6087024E7,0,
242,228.1342099974656,1.088097,,,,,,,,,,,4.0484668E7,4.4165716E7,4.1571428E7,4.3083308E7,4.71642E7,4.8463284E7,4.3738136E7,4.3098212E7,4.2689068E7,4.3553652E7,4.746561E7,4.365894E7,4.3392324E7,4.1848624E7,4.5931804E7,4.242605E7,4.5000132E7,4.3510856E7,4.176399E7,4.4569776E7,3.963234E7,4.385532E7,4.04527E7,0,
243,411.26027740357677,1.1039934,,,,,,,,,,,6.0345732E7,6.302074E7,6.0545772E7,6.241884E7,7.5144264E7,6.5118908E7,5.894097E7,6.163677E7,5.819768E7,6.51415E7,6.4318884E7,5.474761E7,5.352843E7,6.5474996E7,6.797933E7,7.2454344E7,6.045952E7,6.3334668E7,6.0597748E7,6.2031984E7,5.821574E7,5.83424E7,6.0874412E7,0,
244,261.1235390867976,1.1183836,,,,,,,,,,,4.2393544E7,4.3573144E7,3.8734636E7,4.1775668E7,4.210913E7,4.582439E7,4.304003E7,3.737519E7,3.7268E7,4.2321868E7,4.360229E7,4.2538332E7,3.9975796E7,4.3465E7,4.57881E7,4.2859724E7,3.910317E7,4.086785E7,3.6318564E7,4.40321E7,3.9973884E7,4.2919884E7,4.2286516E7,0,
245,446.1956257441415,1.1094755,,,,,,,,,,,1.6742648E7,1.6563807E7,1.5312204E7,1.6836712E7,2.5076328E7,1.816077E7,1.5552579E7,1.605389E7,1.707551E7,1.7605888E7,1.6606941E7,1.4311061E7,1.431583E7,1.70041E7,1.7597092E7,1.8990044E7,1.555936E7,1.6242506E7,1.6061882E7,1.6454278E7,1.6054715E7,1.5356168E7,1.7461438E7,0,
246,158.08123126769115,1.1460507,,,,,,,,,,,8122469.5,7758629.5,7222260.5,7433465.0,7229905.5,7238050.5,7514007.0,6494694.0,7815223.0,7569972.0,6779131.5,6888283.5,6771715.0,6901244.0,7402391.5,7193574.0,7212078.5,7258467.0,6679237.5,7409824.5,7089466.5,7544330.0,7198788.0,0,
247,339.11630727610003,1.1061043,,,,,,,,,,,3765323.8,3866152.0,3605815.8,3376704.0,4155968.8,4076250.0,3237436.0,3619015.8,3664971.0,3461860.5,3580092.2,3389524.8,3477557.0,2929655.8,3495104.2,0,3293314.8,3365424.2,3594139.0,3428636.0,3368285.2,3387636.0,3906349.5,0,
248,227.1026939396322,1.1800958,,,,,,,,,,,4.4421904E7,5.0036296E7,4.351598E7,4.4406596E7,5.1741864E7,4.5053652E7,4.3778668E7,4.666499E7,4.258077E7,4.882302E7,4.5056828E7,0,4.2999024E7,0,4.512588E7,4.3620508E7,4.461127E7,4.432576E7,4.5239996E7,4.618219E7,4.3275308E7,4.244087E7,4.9122976E7,0,
249,209.09223282337288,1.1768124,,,,,,,,,,,3.2634154E7,3.4186052E7,3.0316608E7,3.1035626E7,4.140535E7,3.483991E7,3.4076024E7,3.1167056E7,3.2216824E7,3.2377304E7,3.4546544E7,3.2420998E7,3.1674272E7,3.4643844E7,3.3420382E7,3.0609104E7,3.1795278E7,3.296088E7,2.9808236E7,0,3.1578098E7,3.0836826E7,3.231945E7,0,
250,185.0921151069149,1.1794386,,,,,,,,,,,2.0100396E7,2.1894192E7,1.952058E7,1.9787058E7,2.0817146E7,1.9946608E7,2.0763092E7,1.9625488E7,2.042008E7,2.1362356E7,2.0849946E7,1.9652732E7,1.993239E7,1.8272586E7,2.0984808E7,2.0413874E7,2.1152764E7,2.0884986E7,1.8355764E7,2.1727216E7,1.9344374E7,1.971486E7,2.0343166E7,0,
251,623.3405491318799,1.1811974,,,,,,,,,,,3641269.0,3679437.8,3265923.2,3732879.5,5549385.0,3286443.2,4126166.2,3117027.2,3357232.5,3267553.8,3503209.5,3279312.8,3090857.5,3759093.2,3708882.8,3751649.8,3291754.8,3548391.8,3701598.5,3430509.8,3432993.8,3821629.0,3140921.5,0,
252,330.2021788401237,1.1817316,,,,,,,,,,,1.0991267E7,1.1667362E7,1.0716687E7,1.2435646E7,1.2383238E7,1.0483755E7,1.1998458E7,1.1318732E7,1.062446E7,9943624.0,1.0815955E7,1.1020049E7,9744206.0,1.0867156E7,1.212865E7,1.1824701E7,1.0796822E7,1.1913649E7,1.0913147E7,1.2539423E7,1.0857796E7,1.2774756E7,1.0356402E7,0,
253,146.060059984529,1.2131188,,,,,,,,,,,1.9282948E7,2.0374788E7,1.8895886E7,2.2381774E7,2.2322918E7,1.9143936E7,2.0175546E7,1.9167366E7,1.8463254E7,1.8211422E7,2.099951E7,1.9061432E7,1.8148942E7,2.079841E7,2.0864928E7,2.1070482E7,1.8993464E7,1.9406834E7,1.8949632E7,1.9583252E7,1.8709072E7,2.2057274E7,1.7916806E7,0,
254,215.13911019561337,1.2323397,,,,,,,,,,,1.099346E7,1.1325672E7,1.0377551E7,1.1560502E7,1.206887E7,1.0090345E7,1.1445062E7,1.1939737E7,1.108201E7,1.0853602E7,1.122698E7,1.1224492E7,1.1938087E7,1.1585757E7,1.0229756E7,1.0953139E7,1.0676635E7,1.0718581E7,1.1225188E7,1.0707593E7,1.250906E7,1.1709194E7,1.0099286E7,0,
255,174.18527864390515,1.257894,,,,,,,,,,,1178940.1,1615409.8,1426281.9,1577471.1,0,0,0,1363088.2,0,1220977.9,0,1290378.0,1668842.4,0,0,0,0,0,0,0,1469406.5,1349646.4,0,2356963.2,
256,342.2022574290488,1.2673935,,,,,,,,,,,7074221.0,7745593.0,7236127.0,7261243.5,7436598.0,8328311.0,9472188.0,8147914.0,7654662.0,8117438.0,8398459.0,8644080.0,9817427.0,8003136.5,8845097.0,8195249.0,8205453.5,9040069.0,8225208.5,7873003.5,8838427.0,9310318.0,8217511.0,0,
257,427.25520161249466,1.2702262,,,,,,,,,,,1.4815979E7,1.6956494E7,1.4928481E7,1.6214921E7,1.6779818E7,1.5909718E7,1.7519486E7,1.5094802E7,1.474129E7,1.5199669E7,1.5813851E7,1.6735782E7,1.799456E7,1.683675E7,1.7984202E7,1.5934055E7,1.6316929E7,1.736007E7,1.611976E7,1.5404723E7,1.6346339E7,1.7965378E7,1.6935182E7,0,
258,185.09211456909685,1.2408592,,,,,,,,,,,2.0475322E7,0,1.949289E7,0,2.5933358E7,0,2.0134436E7,0,2.0642412E7,2.427976E7,2.2932446E7,0,2.155554E7,2.0820524E7,2.4544034E7,2.0155436E7,1.990566E7,2.0768724E7,2.1810786E7,0,1.9581198E7,2.0467554E7,1.9850764E7,0,
259,226.12677140332062,1.2957406,,,,,,,,,,,3970069.8,4245823.0,4056329.5,4473490.5,0,4027489.0,3865825.5,3851933.5,4247184.0,0,3937756.5,4085633.5,4001263.0,4049416.8,4304599.0,3852785.0,3865538.2,3900971.8,3812397.5,0,4011171.0,4094510.5,4024816.2,0,
260,135.09174188563446,1.2916223,,,,,,,,,,,5558595.0,5368071.0,5833428.0,5177647.5,7400228.0,5800662.5,6259512.0,6157398.5,5996389.0,6089039.5,5469573.0,6431149.0,6091988.5,5752374.0,6300669.0,6161187.5,6149084.0,5688958.0,6166436.0,5162254.5,6067397.5,6459465.0,6566772.0,0,
261,225.12349669009745,1.3014083,,,,,,,,,,,3.3779536E7,3.570671E7,3.263432E7,0,3.3530956E7,3.433317E7,3.2570588E7,3.3586868E7,3.2514774E7,3.5704492E7,0,3.4534076E7,3.3446264E7,3.3388824E7,3.693393E7,3.270321E7,3.1647728E7,3.2825792E7,3.203981E7,3.2331844E7,3.5084868E7,3.4422064E7,3.281093E7,0,
262,181.09717135706092,1.363099,,,,,,,,,,,7.583607E7,6.9875656E7,7.287173E7,7.287613E7,9.887392E7,9.077847E7,8.406583E7,8.244072E7,9.098014E7,0,0,8.648246E7,0,7.7496424E7,9.277704E7,8.425959E7,8.108715E7,7.92529E7,7.411949E7,7.68617E7,7.5899704E7,0,8.402412E7,0,
263,242.15024065314074,1.3204868,,,,,,,,,,,4.763053E7,0,5.0397656E7,5.1062136E7,4.742073E7,4.2667176E7,4.7143644E7,4.6397212E7,4.5115624E7,0,4.8733024E7,4.6467776E7,4.613455E7,4.6056428E7,5.184633E7,4.9436816E7,4.3823004E7,4.6966604E7,4.5481376E7,4.4745016E7,5.0675856E7,4.7864964E7,4.6100224E7,0,
264,128.07073648988387,1.3246077,,,,,,,,,,,9526034.0,1.1851375E7,1.7152074E7,1.5795182E7,0,1.1742273E7,1.4798424E7,1.382148E7,1.5327182E7,1.6765026E7,1.5138396E7,1.7912542E7,1.5349022E7,1.1305702E7,1.2931331E7,1.2056527E7,1.1465837E7,1.3475276E7,1.466661E7,9953415.0,1.5125492E7,1.2972E7,1.4468487E7,0,
265,245.09522750483865,1.3607192,,,,,,,,,,,1.163258E8,1.1165566E8,1.0779468E8,1.1715281E8,1.5783522E8,1.2249313E8,1.3080148E8,1.3071063E8,1.3027152E8,1.4125106E8,0,1.4631834E8,1.30776056E8,1.22182936E8,1.3729824E8,1.3162437E8,1.2426451E8,1.21368344E8,1.25081384E8,1.2077474E8,1.301908E8,1.2765925E8,1.3882978E8,0,
266,246.09848129923935,1.3691417,,,,,,,,,,,1.2335908E7,1.2231699E7,1.1405607E7,1.1978873E7,1.6630469E7,1.3313347E7,1.4264245E7,1.3231901E7,1.4084613E7,0,0,1.501357E7,1.37696E7,1.2759872E7,1.4464986E7,1.3224077E7,1.3317894E7,1.3154498E7,1.3789191E7,1.2631707E7,1.3903953E7,1.3554437E7,1.438191E7,0,
267,439.2552421490855,1.3326834,,,,,,,,,,,3701168.5,3778843.5,3440032.5,3617154.5,3328211.0,7344473.5,6627340.0,6472782.5,7269729.5,6543601.5,6236808.5,7748561.0,6381163.5,6835645.0,6614896.0,5582556.5,6403825.0,5782163.5,5999965.5,5372015.0,5819497.0,5998406.5,5830900.0,0,
268,197.1285459634478,1.3632128,,,,,,,,,,,2.2007668E7,2.1381512E7,2.1330446E7,2.4133458E7,2.0963504E7,2.1545452E7,2.032404E7,2.0477752E7,2.00202E7,2.1482792E7,0,2.2380234E7,2.1689988E7,0,2.1476856E7,2.027202E7,2.1085728E7,1.9379174E7,1.9919048E7,1.8488874E7,1.9984928E7,0,1.994822E7,0,
269,838.4461878915373,1.3363663,,,,,,,,,,,7271596.0,7931986.0,7263969.0,6901131.5,8868311.0,8525134.0,7210377.5,7289234.5,7316050.5,7219074.0,6562001.0,7219409.5,6587104.5,9040528.0,9440992.0,7718358.0,7678621.0,7735065.0,7721860.0,7093716.0,6513475.0,7316595.0,7235584.0,0,
270,228.10605880695815,1.3592459,,,,,,,,,,,5570046.5,6110545.5,5236786.0,6769700.5,5169136.5,5408138.0,6058806.0,5475321.0,5531324.5,4882991.0,5912559.5,7144923.5,5599670.5,5053648.0,5416053.5,5272400.5,5822506.5,5043493.5,6092732.5,0,6119790.5,5647927.0,0,0,
271,186.07610096173215,1.3355604,,,,,,,,,,,8237093.0,9293670.0,7078692.5,9270978.0,0,1238435.9,1723752.8,2095398.2,1763745.1,2704758.0,0,1867043.9,1420266.4,3808521.0,4099953.5,3511767.5,3551028.5,3457499.2,3715806.0,2112077.2,2148399.0,1887073.9,1577787.0,0,
272,228.134182144743,1.3382831,,,,,,,,,,,3.991871E7,3.9538852E7,4.279401E7,4.6459148E7,4.187246E7,3.8878884E7,4.720038E7,4.172446E7,4.029265E7,4.223135E7,4.172533E7,4.2939016E7,4.2887548E7,3.8459784E7,4.3865404E7,0,4.0149996E7,4.1925016E7,4.2257908E7,3.8784536E7,4.411152E7,4.0438812E7,0,0,
273,138.05497821481023,1.347031,,,,,,,,,,,8891384.0,1.0231134E7,7495981.5,9919104.0,0,1341252.2,1914366.1,2305683.0,1930040.0,2769453.2,1431025.8,1714833.5,1491361.1,3823156.2,4343955.0,3698813.2,3533130.2,3566856.8,3961291.8,2237711.5,2453207.8,1996957.0,1801239.2,0,
274,276.1078032989554,1.3500073,,,,,,,,,,,9.059461E7,1.0106765E8,7.833574E7,1.0062421E8,0,1.0463253E7,1.7366982E7,2.1018778E7,1.7238984E7,2.7264956E7,1.3593167E7,1.8462748E7,1.1568735E7,4.062449E7,4.2419364E7,3.687057E7,3.6089936E7,3.6618444E7,4.012991E7,2.233276E7,2.350964E7,1.9704992E7,1.5671298E7,0,
275,225.12349586607806,1.3352486,,,,,,,,,,,3.2623922E7,3.2651196E7,3.263432E7,0,3.2498114E7,3.3234176E7,3.3888892E7,3.1857832E7,3.335328E7,0,0,3.4534076E7,0,3.3337082E7,3.693393E7,3.270321E7,3.5111796E7,3.0353924E7,3.203981E7,3.814513E7,3.2088954E7,3.4422064E7,3.4471252E7,0,
276,226.12679178298134,1.3399696,,,,,,,,,,,4188214.5,3692016.5,4056329.5,4473490.5,4121527.5,4027489.0,4089469.2,3947817.0,4247184.0,4056092.5,0,4190367.0,0,3831639.2,4124565.0,3852785.0,4371841.0,3833118.2,3812397.5,4396587.5,3661116.8,4094510.5,4024816.2,0,
277,209.0922210195141,1.3605789,,,,,,,,,,,3.5280188E7,3.738912E7,3.3640828E7,3.6201852E7,3.4633844E7,3.361486E7,3.2528442E7,3.2485604E7,3.3393814E7,3.1260138E7,3.257426E7,3.906371E7,3.689601E7,3.0387918E7,3.474176E7,3.1855252E7,3.1639734E7,3.0998426E7,3.361449E7,3.2741714E7,3.4047236E7,3.2213502E7,3.2206222E7,0,
278,227.10265444371637,1.3641589,,,,,,,,,,,4.956687E7,4.67434E7,4.603049E7,5.3684716E7,4.7143828E7,4.503339E7,4.765867E7,4.7680364E7,4.4926304E7,4.444513E7,4.5332412E7,5.823604E7,4.5478996E7,4.122367E7,5.0158744E7,4.227445E7,4.5362148E7,4.508751E7,5.181767E7,4.9888228E7,4.737901E7,4.7435664E7,4.672405E7,0,
279,127.05035492293919,1.3828298,,,,,,,,,,,8154205.0,8882040.0,6852619.0,7721810.0,0,0,1264556.2,1281100.2,0,1274413.4,0,1471052.4,0,2456969.0,2741635.5,0,2591417.8,2593134.8,2717031.8,0,1333940.5,1528900.4,1261183.6,0,
280,469.22962241313604,1.3836473,,,,,,,,,,,1.0461418E7,1.1426097E7,1.0587398E7,1.1127405E7,9507304.0,1.0960568E7,1.0972313E7,1.044435E7,1.0847122E7,1.0494098E7,1.0558592E7,1.1123786E7,9942687.0,9289672.0,1.2362946E7,9620070.0,1.0071559E7,1.0728267E7,9919184.0,1.0353272E7,1.068288E7,1.0926797E7,1.1610784E7,0,
281,536.3083796609545,1.3978915,,,,,,,,,,,1.1358025E7,1.1740446E7,1.048417E7,1.0984219E7,1.0552521E7,1.0762679E7,1.0850692E7,1.0426478E7,1.0024274E7,1.1102884E7,9915364.0,1.209224E7,1.0260094E7,1.0300964E7,1.3282453E7,1.0162594E7,1.1766028E7,1.1446845E7,1.0328345E7,1.0993689E7,9455750.0,1.0938344E7,1.1379615E7,0,
282,245.095219440047,1.4011552,,,,,,,,,,,1.11084424E8,1.1245715E8,9.9622184E7,1.10480696E8,1.5083298E8,1.4680485E8,1.31570104E8,1.3004105E8,1.3390857E8,1.3527325E8,1.194325E8,1.3843034E8,1.2581834E8,1.2305699E8,1.3433776E8,1.2037495E8,1.2421699E8,1.2497097E8,1.1940302E8,1.4655075E8,1.2255958E8,1.1586145E8,1.35208E8,0,
283,246.09852749493166,1.4041313,,,,,,,,,,,1.1423774E7,1.1726715E7,1.0444608E7,1.1566153E7,1.6167517E7,1.6159223E7,1.3813219E7,1.381151E7,1.3682787E7,1.4437336E7,1.2643268E7,1.4113628E7,1.3711106E7,1.2972232E7,1.4067952E7,1.2859366E7,1.328638E7,1.3626354E7,1.3054783E7,1.5614507E7,1.314701E7,1.2217916E7,1.427069E7,0,
284,181.09717432175196,1.4101837,,,,,,,,,,,7.155492E7,7.116937E7,6.360592E7,6.873753E7,9.980707E7,8.7461624E7,7.999301E7,8.536756E7,8.183077E7,8.392305E7,8.2865256E7,8.8117496E7,8.765787E7,7.972544E7,9.092302E7,7.496697E7,7.972902E7,7.6614424E7,7.641166E7,9.123808E7,7.490372E7,7.92088E7,8.799339E7,0,
285,199.1077780612923,1.4059262,,,,,,,,,,,1.7149228E7,1.796986E7,1.7258168E7,1.8899298E7,1.7943884E7,1.6719362E7,1.7784784E7,1.6842852E7,1.7517192E7,1.8687732E7,1.8280434E7,1.8550246E7,1.7176702E7,1.6653416E7,1.915728E7,1.6047749E7,1.828137E7,1.7612248E7,1.6086311E7,1.890448E7,1.8182632E7,1.6316207E7,1.8340812E7,0,
286,469.26578830436887,1.4391667,,,,,,,,,,,4834207.5,5617655.0,5076572.5,5695804.0,5779178.5,4808015.5,4906160.5,5081927.0,4392005.5,5181247.5,4752825.0,4523264.5,5024854.5,5273426.5,5977382.5,5135303.0,5460081.0,5341259.0,5200026.0,5345125.0,4713558.0,5143318.5,4856517.0,0,
287,485.2607887621143,1.4497184,,,,,,,,,,,4.7793056E7,5.3094516E7,5.229317E7,5.4794824E7,4.8599876E7,4.2813424E7,4.926817E7,5.1635744E7,4.294503E7,4.880199E7,4.648647E7,4.8093668E7,5.0012508E7,5.1805404E7,5.3939604E7,4.7315876E7,4.8179972E7,4.8345036E7,4.5075564E7,5.134824E7,4.5672724E7,5.2926332E7,5.2240864E7,0,
288,570.3137063133294,1.45273,,,,,,,,,,,6375863.0,7372745.5,7818301.5,7705886.0,6544355.0,6116569.0,6908471.5,7297948.5,5933239.5,6755839.5,6649414.5,6950466.5,7070084.0,7344352.0,7158034.0,6864258.5,6899721.5,7017048.0,6261972.0,7017004.5,6372117.0,7607919.5,7605394.5,0,
289,244.1372504906172,1.4539425,,,,,,,,,,,1.7184246E7,1.800054E7,1.6238978E7,1.8294466E7,1.6527019E7,1.5307718E7,1.6174388E7,1.6762895E7,1.5507104E7,1.6968658E7,1.7032322E7,1.7764044E7,1.5323732E7,1.6229852E7,1.7888792E7,1.6447869E7,1.5989735E7,1.7364246E7,1.6627082E7,1.8380992E7,1.8170934E7,1.7464222E7,1.5720816E7,0,
290,328.1865745388951,1.4551827,,,,,,,,,,,1.4985955E7,1.6611679E7,1.6168875E7,1.7906952E7,1.758467E7,1.4743836E7,1.6141912E7,1.6155594E7,1.455275E7,1.5839664E7,1.6195614E7,1.5671511E7,1.5855858E7,1.7121252E7,1.8370378E7,1.6363183E7,1.6416569E7,1.7155196E7,1.6136264E7,1.8148074E7,1.5497553E7,1.7268492E7,1.6674959E7,0,
291,225.12348617006575,1.4577047,,,,,,,,,,,3.3788708E7,3.1845834E7,3.1874006E7,3.3914536E7,3.460154E7,3.427085E7,3.1793256E7,3.3730028E7,3.2068382E7,3.1203842E7,3.2002132E7,3.377614E7,3.2735138E7,0,3.4268756E7,3.2583328E7,3.280226E7,3.2461524E7,3.0833604E7,3.6016676E7,3.3615148E7,3.4580284E7,3.4396756E7,0,
292,197.12853126716277,1.4554015,,,,,,,,,,,2.2140002E7,2.0765906E7,2.0579028E7,2.1727062E7,2.1820394E7,2.2829976E7,1.960721E7,2.1079088E7,1.977259E7,1.993322E7,2.0446648E7,2.2378674E7,2.0570058E7,1.9938446E7,2.2117506E7,2.0520556E7,1.9275556E7,2.0482616E7,1.9486854E7,2.3371052E7,2.2234718E7,2.1570702E7,2.22119E7,0,
293,243.13418097230513,1.4584436,,,,,,,,,,,1.449689E8,1.470142E8,1.3261644E8,1.542894E8,1.3983789E8,1.290624E8,1.3440138E8,1.395316E8,1.2841156E8,1.4317427E8,1.4327445E8,1.4790901E8,1.304139E8,1.372289E8,1.463196E8,1.3678398E8,1.361043E8,1.4543117E8,1.4034054E8,1.5309358E8,1.4868157E8,1.4358826E8,1.3317634E8,0,
294,242.15025711677131,1.4588556,,,,,,,,,,,4.8971624E7,4.5839456E7,4.5780536E7,4.884827E7,4.305111E7,4.8054004E7,4.62921E7,5.1342384E7,4.784724E7,4.6410744E7,4.5541228E7,4.726999E7,4.719475E7,0,4.8543504E7,4.6811144E7,0,4.741678E7,4.983529E7,5.1060212E7,4.882585E7,4.9535124E7,4.738088E7,0,
295,226.12669133661439,1.4617012,,,,,,,,,,,3916608.8,3733107.8,3674341.2,3917956.8,4032957.8,3971597.0,3851552.8,3834203.0,3873103.2,4056092.5,4220507.5,4149991.5,4055479.2,3845117.5,4200407.5,3768333.8,4093358.5,4219827.5,3752626.0,4332970.0,4523260.5,4248821.5,3810331.0,0,
296,214.11865585285673,1.4843966,,,,,,,,,,,7649001.0,7536784.5,8229316.5,7638325.0,8590167.0,6913667.0,7396733.0,8356309.0,7874887.0,7324403.0,6835367.0,6707413.0,7242712.0,8243263.0,7179897.0,7113074.0,7864618.5,7187327.5,7075569.0,8396429.0,7767386.0,8196331.0,6767888.5,0,
297,220.11803959958635,1.4776518,,,,,,,,,,,8295463.0,6646496.0,6622723.5,6129959.0,1.7558796E7,1.0438239E7,9466825.0,9850966.0,9451379.0,8954354.0,9094680.0,8728021.0,9216064.0,9610709.0,9461311.0,9699711.0,8937449.0,9801343.0,8913035.0,1.0939653E7,1.0736536E7,9426917.0,1.0334801E7,0,
298,183.09172759362852,1.493911,,,,,,,,,,,1.4945928E7,1.5601799E7,1.4553519E7,1.3283618E7,3.722093E7,1.9162158E7,1.8028386E7,1.6362439E7,1.8038776E7,1.7210258E7,1.9246828E7,1.6448437E7,1.7483374E7,1.753424E7,1.7640514E7,1.842503E7,1.6251329E7,1.7338778E7,1.6208904E7,1.2203111E7,2.1207062E7,2.2130158E7,1.8518604E7,0,
299,559.2612627476524,1.4990072,,,,,,,,,,,5153787.0,4641645.5,4942070.0,4744734.5,5496968.5,4895638.5,4422840.5,4240493.0,4329308.5,4316885.0,4741102.5,4138699.0,4483361.0,4823446.0,4633486.0,4956674.0,4738751.0,4552544.5,4654685.0,4412315.5,4608021.5,4835041.0,4660527.0,0,
300,197.09223248836025,1.5089666,,,,,,,,,,,6067317.5,5497942.0,6767556.5,5978231.5,6760183.5,6101920.0,5983418.0,6735136.0,5689405.0,5576616.5,5637646.5,5581627.5,5903201.5,6365234.0,5918938.0,7454796.0,6109083.5,5629449.5,6462657.0,6104295.5,6149436.5,6015764.5,5716442.0,0,
301,191.04851432154564,1.5130848,,,,,,,,,,,4083635.2,4573778.5,4798072.5,4425647.0,5866091.0,5420165.0,5180576.5,4820602.5,4975357.5,4516573.0,4163936.0,3901729.5,5444284.5,4388825.5,4734012.0,4796747.5,4312004.5,4614632.5,4624572.5,5219745.5,5822690.0,5359176.0,5183409.0,0,
302,148.06042755854324,1.5206387,,,,,,,,,,,6616050.0,6334014.0,6774126.0,6161407.5,9051552.0,6995951.5,5791389.0,5238773.5,6204272.0,5415610.5,5493109.5,5550155.5,6938764.5,6507512.0,6597709.0,6773524.5,5528449.0,5611563.0,6366460.0,6756973.0,7138853.5,6711137.5,6357763.5,0,
303,317.13426744912016,1.5206957,,,,,,,,,,,1.0577998E8,1.0304463E8,1.0277997E8,9.725503E7,1.3282667E8,1.0876697E8,8.963721E7,8.165484E7,9.613688E7,8.578794E7,8.597588E7,8.517571E7,1.0348896E8,9.579355E7,1.0149404E8,1.062108E8,8.65053E7,8.887051E7,9.881525E7,9.958501E7,1.0799766E8,1.015804E8,9.576569E7,0,
304,427.21907237282176,1.5278572,,,,,,,,,,,5688811.0,5674662.0,5525717.0,5274447.0,7711185.5,5954962.0,4787069.5,4448807.5,5330328.5,4704274.5,4731242.0,4705889.5,5756279.5,5489286.0,5761229.0,5874088.0,4876042.0,5094104.5,5570862.5,5460539.0,5735580.0,5580216.0,5484377.0,0,
305,303.1549804139607,1.6035326,,,,,,,,,,,4038488.2,2034511.1,2452313.5,2284586.8,0,4565937.5,5734356.5,5738478.5,4799222.0,4508752.0,6297171.5,4801536.0,4909400.0,4520827.5,4736583.0,5039551.0,0,4304049.0,4601642.0,0,4707285.0,5465045.5,5314709.0,0,
306,298.096822230935,1.5468307,,,,,,,,,,,0,0,0,0,3.8477236E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
307,602.2647786626549,1.5552291,,,,,,,,,,,7.102775E7,6.39269E7,7.697243E7,6.751468E7,6.814117E7,7.020142E7,6.5380252E7,6.6637156E7,5.8639932E7,6.1608468E7,6.5419936E7,6.1420148E7,6.997686E7,8.005109E7,7.215365E7,7.644332E7,6.4420744E7,6.6948244E7,6.7030564E7,6.7189336E7,6.4444588E7,6.4266412E7,6.45623E7,0,
308,127.05034654868528,1.5484587,,,,,,,,,,,8671102.0,7131835.5,8913296.0,8232438.5,0,1387968.6,1373930.4,1570158.2,1243391.9,1370521.2,0,1189655.1,1388463.6,2934644.8,2860543.2,2786045.0,2966967.0,2660583.5,2624605.2,1748804.8,1583249.8,1740318.0,1501290.8,0,
