row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260428_CVOL_Group_02_1F12_1.mzML Peak area,20260428_CVOL_Group_02_1F12_2.mzML Peak area,20260428_CVOL_Group_02_1F12_3.mzML Peak area,20260428_CVOL_Group_02_1F12_4.mzML Peak area,20260428_CVOL_Group_02_Control_LB.mzML Peak area,20260428_CVOL_Group_02_Delta_phzC_1.mzML Peak area,20260428_CVOL_Group_02_Delta_phzC_2.mzML Peak area,20260428_CVOL_Group_02_Delta_phzC_3.mzML Peak area,20260428_CVOL_Group_02_Delta_phzC_4.mzML Peak area,20260428_CVOL_Group_02_Delta_pvdE_1.mzML Peak area,20260428_CVOL_Group_02_Delta_pvdE_2.mzML Peak area,20260428_CVOL_Group_02_Delta_pvdE_3.mzML Peak area,20260428_CVOL_Group_02_Delta_pvdE_4.mzML Peak area,20260428_CVOL_Group_02_QC_01.mzML Peak area,20260428_CVOL_Group_02_QC_02.mzML Peak area,20260428_CVOL_Group_02_QC_03.mzML Peak area,20260428_CVOL_Group_02_QC_04.mzML Peak area,20260428_CVOL_Group_02_QC_05.mzML Peak area,20260428_CVOL_Group_02_QC_06.mzML Peak area,20260428_CVOL_Group_02_R47_1.mzML Peak area,20260428_CVOL_Group_02_R47_2.mzML Peak area,20260428_CVOL_Group_02_R47_3.mzML Peak area,20260428_CVOL_Group_02_R47_4.mzML Peak area,20260428_CVOL_bk_mapp_pre_01.mzML Peak area,Unnamed: 37
420,300.1552801677895,2.284966,height,,,,,,,,,,,49288496.0,46987320.0,52368840.0,62149910.0,55482640.0,49313810.0,52137764.0,55036560.0,55925252.0,52668556.0,62323944.0,59833972.0,53817856.0,45497890.0,53292460.0,55540260.0,49839144.0,50727676.0,46328628.0,48739870.0,48516144.0,52235908.0,56863316.0,0.0,
421,599.303874996066,2.2879376,height,,,,,,,,,,,4780714.5,4538372.0,4723171.5,5488527.5,5381278.5,4478249.0,4200060.0,4573496.0,4769012.5,4144132.5,5112365.0,5088263.5,3964691.2,3624296.0,4612325.5,4417160.0,3808242.8,4385629.0,3679889.2,4235844.5,4463206.5,4191473.5,4651891.0,0.0,
422,320.1238071370522,2.2939703,height,,,,,,,,,,,5205569.0,4269363.5,4463936.5,5225582.0,2930428.2,3243266.8,3367784.0,4070321.5,3657635.2,3419879.8,3730671.8,3639134.2,3237181.0,3235449.8,3835591.2,3984794.0,3366745.2,3677751.5,3427722.8,3633477.8,3509291.5,3255599.5,4063465.5,0.0,
423,538.360274255743,2.2979667,height,,,,,,,,,,,2914445.2,2936354.8,2899633.8,3576522.5,2800185.5,5080253.0,4576422.5,5831734.0,5999410.0,4444725.0,4866033.0,5156396.5,4695238.5,3976707.2,4387794.0,4567487.0,3729494.5,4706439.0,3754545.5,4625691.0,4212259.5,4512375.5,5173706.0,0.0,
424,558.3288203734627,2.2988381,height,,,,,,,,,,,2965244.8,2509010.8,2439286.5,2724283.2,1949718.1,6718000.5,6203550.5,7651180.0,8142515.0,6078255.5,6909644.0,7141457.0,6026300.0,5111252.5,5781824.0,5881081.0,4782926.5,5662629.5,4780621.5,6046866.5,5699024.0,6037115.0,6204531.0,0.0,
425,318.12341460321574,2.3005555,height,,,,,,,,,,,3880511.8,3510027.0,4167333.5,4215256.5,4917468.0,3833742.5,3804659.5,4819663.5,4117682.0,4019626.0,4110375.8,3842260.5,3445346.8,4018091.2,3760722.2,3758075.8,3415877.8,3539542.2,3396593.8,3585269.8,3678592.0,3805303.5,4091501.2,0.0,
426,286.1759461901196,2.3069494,height,,,,,,,,,,,4829273.5,4499031.5,5425413.5,5770465.0,5564837.0,4641053.0,4159571.0,5977941.5,5061023.5,4253414.5,5340919.5,5001843.0,4537198.0,3491576.5,3873534.2,4195944.5,3787730.5,4126945.8,3617836.0,4410797.0,4413234.0,4229966.0,5406471.5,0.0,
427,489.3072135776652,2.3082316,height,,,,,,,,,,,6295259.5,6667103.0,6028772.5,6170547.0,6422298.5,8728522.0,8020168.0,10479885.0,10572937.0,8235429.5,9286422.0,9717279.0,7982074.5,6953111.0,7611977.5,7733125.5,7186699.0,8023387.0,6682434.5,8020232.5,7761043.0,7700920.0,9447824.0,0.0,
428,409.2444468862944,2.3130753,height,,,,,,,,,,,53057360.0,50687330.0,58718540.0,58168016.0,49226164.0,54085596.0,43077776.0,69504456.0,54009572.0,50595100.0,55539200.0,53106188.0,51056410.0,46024990.0,52001250.0,46006350.0,49993730.0,50517196.0,46318670.0,51493190.0,50675980.0,47629090.0,58441816.0,0.0,
429,439.2915576773784,2.3253891,height,,,,,,,,,,,14652460.0,24689158.0,17087574.0,25199398.0,8299655.5,13569934.0,11744291.0,17029734.0,12862373.0,14743711.0,13727777.0,13227331.0,12998699.0,15244648.0,16447348.0,13943320.0,15277444.0,15716408.0,14037792.0,16208851.0,13193461.0,13144301.0,14184429.0,0.0,
430,570.2772003627933,2.3411398,height,,,,,,,,,,,7640876.0,9171020.0,8220216.5,7527717.0,8017764.5,7297402.5,7516904.5,8930285.0,7348451.5,7332984.5,7873929.0,6860733.5,7224648.0,8036180.5,8318098.5,7369822.0,8235948.0,8416441.0,7819324.5,7628379.0,6716629.5,7191092.5,7988342.0,0.0,
431,302.1134131979161,2.3557045,height,,,,,,,,,,,4382586.0,5066451.0,5013172.5,4708800.0,4457161.0,4488039.0,4497676.0,4760035.0,4357628.0,4960121.5,5006258.0,4768436.0,4298618.0,4771136.0,4642937.0,4192312.8,5619175.0,4639701.5,4482665.0,5043831.0,4526989.5,4600990.5,4418364.5,0.0,
432,734.4083423881083,2.3590102,height,,,,,,,,,,,4666772.5,3516386.2,2155248.5,2645441.0,0.0,1938451.0,1941074.6,2274057.0,2075075.5,2125689.8,1977349.4,2064381.9,1907881.9,2994472.8,2669881.8,2677820.5,2643937.2,2743340.2,2552578.2,2594037.0,2349462.2,2185104.2,2106298.5,0.0,
433,272.16043884674826,2.360797,height,,,,,,,,,,,10507096.0,12686621.0,12352515.0,12819852.0,13461655.0,10729192.0,11194558.0,11571711.0,10279046.0,12118453.0,11281184.0,11855179.0,10104405.0,9822270.0,10478753.0,8829497.0,11252392.0,10111054.0,9841249.0,11265028.0,11874728.0,11656134.0,11123828.0,0.0,
434,221.0591054816135,2.361956,height,,,,,,,,,,,3971977.8,4661559.0,4588389.0,4581337.0,4187030.5,4278828.0,4170316.8,4297011.0,3968906.8,4179287.5,4304802.5,4224637.5,4161262.5,3929565.2,4272190.5,3823750.5,4742305.5,4227462.0,4642508.5,4226438.0,4494780.0,4256508.0,4338880.5,0.0,
435,468.2458057773692,2.3648086,height,,,,,,,,,,,6873532.5,9248617.0,8571509.0,9498925.0,8652999.0,8848196.0,9274702.0,10252233.0,9793115.0,10634841.0,9884428.0,10353924.0,8626428.0,10094224.0,9615783.0,9680482.0,10350925.0,9442880.0,9138711.0,10325933.0,10821296.0,9522573.0,9900770.0,0.0,
436,230.1022719384254,2.3676815,height,,,,,,,,,,,6389429.0,7621386.0,7288884.0,7000327.0,7334344.0,6164358.0,5840000.0,6658213.5,6926472.5,6329874.5,6404179.5,7188788.0,6064743.5,5781254.0,5883197.0,5792217.5,6909945.5,6489072.5,6799402.0,5787156.0,7108641.5,6242405.5,7040321.5,0.0,
437,162.07607646306448,2.3794389,height,,,,,,,,,,,6223604.0,7362041.0,6793343.0,7048817.5,6995421.5,6606023.5,6542603.5,6709789.0,7472587.0,7116364.0,7493905.5,6997556.5,5660261.0,6712052.5,6648347.5,6129412.0,7576454.5,6104712.5,6147793.5,6772333.5,7566749.5,7112838.0,7045856.5,0.0,
438,144.06551572734577,2.3794875,height,,,,,,,,,,,16156917.0,19433806.0,17309226.0,17361022.0,16594114.0,15367128.0,15568585.0,16500786.0,17522490.0,16741144.0,18633012.0,16307759.0,13551430.0,15470953.0,16346654.0,15915881.0,18374744.0,15106192.0,15037673.0,16141182.0,18509212.0,17149520.0,16803856.0,0.0,
439,540.3762526007744,2.380317,height,,,,,,,,,,,1351688.6,1330072.4,2178198.8,1516597.0,3999494.5,5498192.0,4428336.5,5238181.5,5817435.5,5747055.0,5546273.0,5549715.5,4445273.0,5167302.5,4192516.8,5048469.0,4497516.0,4454089.0,4007318.2,4325564.5,5775842.0,4403891.0,4668930.0,0.0,
440,358.26995873180016,2.3852115,height,,,,,,,,,,,1202213.2,0.0,1701924.2,1167990.6,10006957.0,9644777.0,7615884.0,9367893.0,10657976.0,9501201.0,9860042.0,9804072.0,8053723.0,8472801.0,7039022.0,7453399.5,7144107.0,6956760.5,6484484.0,7469219.5,9927633.0,8012867.0,8717336.0,0.0,
441,169.09715294465542,2.3861568,height,,,,,,,,,,,3750090.5,4993413.5,4007997.5,4474908.5,3935976.5,4293300.0,3640933.5,4520831.0,4690223.5,4772664.5,4447857.5,4530043.0,3830848.8,4128521.8,3732946.0,3872040.0,4161195.8,4082793.2,3903410.8,3918418.0,4929210.0,4309587.0,4518403.5,0.0,
442,441.30736200274623,2.399313,height,,,,,,,,,,,1749661.1,1907792.9,2993966.0,0.0,16326441.0,14689704.0,10047190.0,11810965.0,14716044.0,12612461.0,12520625.0,13076481.0,10898051.0,10094811.0,8859762.0,9327026.0,8816588.0,8867197.0,8523233.0,8937515.0,12351899.0,9655142.0,11728581.0,0.0,
443,301.12957503724044,2.3918967,height,,,,,,,,,,,3267992.5,4203431.0,3340636.5,3801771.8,3844358.2,4048775.2,3053583.8,3781379.5,3638931.8,3996095.0,3570326.8,3587255.8,3236754.0,3978674.0,3619201.5,3736897.0,3767421.8,3818971.5,3689086.2,3635717.2,4346566.5,3683969.0,3660082.0,0.0,
444,342.2386852457494,2.3943412,height,,,,,,,,,,,18712106.0,22948072.0,18170462.0,22467366.0,15096802.0,19868414.0,15378638.0,18854668.0,18458936.0,21145860.0,18270900.0,17758984.0,15687311.0,22590044.0,19619180.0,21165778.0,19011886.0,21184824.0,20185062.0,19145608.0,23984796.0,17979434.0,19204002.0,0.0,
445,332.1273461904352,2.3955631,height,,,,,,,,,,,23474334.0,23672222.0,19718110.0,23808088.0,2487155.2,52545160.0,39858370.0,48807260.0,47095996.0,49702390.0,48092870.0,44445464.0,41979836.0,52248116.0,46340624.0,49027580.0,44611132.0,49287956.0,48483840.0,46093850.0,57801284.0,45672292.0,49884748.0,0.0,
446,150.05833416243834,2.3959439,height,,,,,,,,,,,2572620.5,2680559.0,2066993.8,2590526.8,0.0,5574683.5,3959762.2,4963432.0,4960942.5,5158805.5,4901446.5,4433237.5,4272535.0,5300530.0,4817725.0,4762433.0,4777521.0,4808867.0,4783559.5,4654545.0,5983447.5,4997984.5,5122263.5,0.0,
447,211.14416923006632,2.4045146,height,,,,,,,,,,,3857915.2,3736481.5,3637193.2,3398514.5,4538536.5,3824107.0,3218544.2,3808108.8,3658326.8,3891564.2,3759805.2,3717924.5,3197491.5,5008884.0,4649544.0,4822953.0,4991803.5,4748948.0,4940978.5,3434527.8,4087418.8,3466870.0,3787507.5,0.0,
448,159.07644276073174,2.413056,height,,,,,,,,,,,7188485.5,7174961.0,7398279.5,7445384.0,7893065.0,7273788.5,5847047.0,6336419.5,6674061.5,5845170.5,6640469.0,6220744.5,6322564.0,5724037.0,5947665.0,5211975.0,5348928.5,5640713.0,5774997.0,6873444.0,7726230.5,6486948.5,7406004.5,0.0,
449,552.3759836508124,2.4183652,height,,,,,,,,,,,108769800.0,101936984.0,73550760.0,82818260.0,16894354.0,95582280.0,76445200.0,84328936.0,85101320.0,87982410.0,81166020.0,79199224.0,67624380.0,107017180.0,85730216.0,100416904.0,92746510.0,94937390.0,93902930.0,83129960.0,107532850.0,87985140.0,87481864.0,0.0,
450,473.2762095185577,2.426658,height,,,,,,,,,,,166039250.0,137471220.0,148968960.0,144134610.0,155575680.0,196127970.0,135191790.0,165874910.0,177378100.0,163550960.0,170243540.0,137162060.0,129761010.0,157917980.0,162257090.0,166448270.0,165533900.0,159802060.0,161946910.0,138665890.0,169856480.0,161531900.0,171889010.0,0.0,
451,146.1175347190546,2.436308,height,,,,,,,,,,,8932844.0,8127613.0,7674092.0,7436512.0,9605921.0,7910914.0,6784793.0,7460399.0,6969971.0,6496332.0,6196556.0,5348093.5,6127145.0,6213168.5,6647219.5,7352607.0,6900082.0,7177327.5,7159322.0,6332208.0,7357441.0,6810957.5,8208040.5,0.0,
452,568.2979860567402,2.4376214,height,,,,,,,,,,,78713944.0,52151970.0,37074596.0,47097104.0,7170145.0,71026970.0,54443080.0,60094444.0,76929060.0,63846188.0,60340836.0,56375816.0,51666624.0,57104692.0,63200348.0,67503340.0,67643920.0,59712190.0,60585070.0,56510216.0,59144772.0,57639596.0,55781336.0,0.0,
453,365.1819822216029,2.4499154,height,,,,,,,,,,,14121470.0,14699022.0,15685501.0,12657143.0,10511728.0,11358953.0,11137816.0,10435852.0,10656819.0,12358566.0,10684262.0,11078227.0,10446733.0,11498400.0,10732793.0,13439182.0,12290299.0,11060068.0,11390683.0,9110484.0,11072371.0,10234512.0,10697872.0,0.0,
454,137.04580862432897,2.456966,height,,,,,,,,,,,4815416.0,3779664.5,4488149.5,3342404.5,0.0,1452704.2,1651831.5,0.0,1450799.1,1137514.2,1726456.8,1561221.5,1627742.1,2106302.0,2099144.8,2196823.5,2159111.2,2083943.9,1976119.4,1385752.2,1550524.8,1810860.2,1748567.0,0.0,
455,899.4875994964843,2.4621127,height,,,,,,,,,,,1866953.2,2146481.5,2605334.5,1938272.8,3702781.2,6304019.0,7989307.5,6320682.5,8074160.5,8102866.0,7133769.0,8553021.0,7485372.0,7220908.5,7346513.0,8065123.5,7031349.5,6770883.5,7156431.5,6541569.0,7129879.0,6812398.5,8016432.0,0.0,
456,371.1925397511313,2.4656475,height,,,,,,,,,,,3942572.2,4534954.0,4776215.0,3845818.2,3506220.0,5635387.0,6224913.0,5203992.5,5991310.5,5923636.5,5228981.0,5554957.0,5525612.0,6676026.5,5522806.5,7206395.5,6347786.5,5834766.5,5832573.0,5044381.5,6247080.5,6549557.0,6200083.0,0.0,
457,673.3198451493046,2.466135,height,,,,,,,,,,,4874840.5,5307968.0,5634969.0,4811261.0,5131076.5,3641649.5,4528001.5,3736837.0,4552462.0,4270402.5,3781860.0,4760781.0,4082624.2,5055197.0,4693560.5,5680735.0,4959470.0,4573559.0,4537597.5,4187396.8,4428937.0,4274563.5,4344627.0,0.0,
458,532.2628703332374,2.474145,height,,,,,,,,,,,0.0,0.0,0.0,0.0,4294365.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
459,227.10261465784123,2.4805992,height,,,,,,,,,,,25630440.0,27949028.0,27632860.0,25139104.0,19215640.0,22436164.0,22502682.0,21886018.0,22020862.0,21809928.0,21690278.0,20288872.0,20427256.0,22696036.0,21332400.0,23021750.0,22082652.0,23143266.0,21146192.0,21566106.0,22695510.0,24224746.0,22159336.0,0.0,
460,449.2007058424443,2.4808416,height,,,,,,,,,,,2257414.0,2500420.8,2514040.5,2324220.2,0.0,4324527.5,5060941.5,5068513.5,5732591.5,5188161.0,5164743.0,4933066.5,4846899.5,5304878.0,4665453.0,5224684.0,4430576.5,4482199.5,4955944.5,4601576.0,5245248.0,5356569.0,5076512.0,0.0,
461,429.2229080607352,2.4856722,height,,,,,,,,,,,1768605.4,2016500.0,1870737.9,1960632.5,1515745.2,6068760.0,6997545.5,6937795.0,8576275.0,7218937.0,6956318.5,6692245.5,6949880.0,7321471.0,6315952.0,7264605.5,5872550.0,6043484.0,6129183.0,6822595.5,7560009.5,8488268.0,7133088.0,0.0,
462,427.2190492196874,2.4869392,height,,,,,,,,,,,67209610.0,76084350.0,75020430.0,69324056.0,49517876.0,188817180.0,222161420.0,215470460.0,262543760.0,221351740.0,229421620.0,209137440.0,219285360.0,234848060.0,197365010.0,224520000.0,182478100.0,188164880.0,193130720.0,213892750.0,228358000.0,256955840.0,229721840.0,0.0,
463,978.587465833122,2.4876409,height,,,,,,,,,,,2778674.0,2814896.5,1688690.4,2425608.2,0.0,5722765.0,5843582.5,5347223.5,6831283.0,6230859.0,6124523.0,6314018.0,6350058.5,6948830.5,7581482.5,7206440.0,5409043.5,5722497.5,6233564.5,7188479.0,5332591.0,7355960.5,5860384.5,0.0,
464,356.18157445440704,2.4885714,height,,,,,,,,,,,3397080.0,3689319.2,3905397.2,3400233.0,2366171.0,2306060.0,2716415.5,2726729.2,2769859.5,2499265.0,2685245.0,2264899.2,2474116.0,3099023.8,2637325.8,2935248.0,2566094.5,2539836.0,2565533.8,2564604.2,2829093.5,3079384.8,2840754.0,0.0,
465,853.4305912992454,2.4887295,height,,,,,,,,,,,1625876.9,1822682.2,1747320.2,1691894.8,999195.2,16861682.0,16720382.0,16258114.0,22577378.0,19408510.0,19877968.0,19634150.0,19757472.0,16943306.0,15533696.0,17294292.0,12946936.0,14269046.0,14774033.0,18530402.0,16310483.0,19741156.0,18294272.0,0.0,
466,215.1390720052812,2.490745,height,,,,,,,,,,,2456466.5,2740356.2,2807916.8,2565314.5,1927240.5,7282975.0,8178863.0,7854247.0,9428816.0,8106103.5,8914808.0,7735310.0,8490824.0,9047543.0,7193014.0,8403437.0,6795648.0,7025770.0,7452063.5,8452201.0,8603193.0,9330428.0,8581242.0,0.0,
467,562.2735231557566,2.495022,height,,,,,,,,,,,0.0,0.0,0.0,0.0,16102410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
468,653.3147098896216,2.495636,height,,,,,,,,,,,1839002.1,1787022.8,1747493.6,1620871.4,0.0,3830918.2,4299454.5,4015585.0,4978812.5,4167172.5,4235696.0,4050641.2,4187245.2,4268646.0,3645688.0,4160733.2,3297560.0,3569149.5,3592821.8,4402774.5,3858067.8,4358318.0,4640218.5,0.0,
469,428.2218376288117,2.4864213,height,,,,,,,,,,,15610415.0,16787884.0,17466596.0,15007298.0,10700369.0,50442376.0,53820370.0,54054960.0,58968810.0,0.0,52448940.0,51044940.0,53103020.0,59826324.0,46642264.0,52761628.0,41068136.0,49006764.0,48313710.0,52016250.0,57263510.0,59875280.0,58348670.0,0.0,
470,255.17028358836595,2.5018728,height,,,,,,,,,,,3252949.8,3605145.8,3219622.0,3079423.0,5954711.5,2663649.0,3067566.5,3219066.0,3310353.2,3030308.5,3140627.5,2788126.5,3098423.0,4524799.0,3969124.8,4259939.0,4189929.2,4295359.0,4121203.2,3301857.0,3134404.5,3141496.2,3224156.2,0.0,
471,133.06084238295745,2.5022964,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2942603.0,3165568.2,3004818.0,3604054.2,3130143.5,3422101.2,3134687.0,3248888.0,2432640.5,2608018.8,2451079.0,2368421.5,2570307.0,2499571.8,3846363.0,3951129.2,4308201.0,3463206.0,0.0,
472,428.2481789997951,2.5146453,height,,,,,,,,,,,8037216.0,9235799.0,8188384.5,8252984.5,6449225.0,8294815.0,9112803.0,8595160.0,8465071.0,8885056.0,8419698.0,8029763.0,7998767.0,9362723.0,8684808.0,10016151.0,9435057.0,10274428.0,8908998.0,9239616.0,8381144.5,8149160.5,8887204.0,0.0,
473,348.1189327844466,2.5253556,height,,,,,,,,,,,3673489.5,4180924.8,4040383.5,3698205.0,3030416.2,3419487.2,3308874.0,3673730.0,3189208.5,3974389.5,3749463.8,3584242.8,3697010.8,3817428.0,3924856.8,4320372.5,4500517.0,5015543.5,4491981.0,3455295.5,4006496.5,3506886.8,4208502.0,0.0,
474,137.05876246623816,2.5258238,height,,,,,,,,,,,0.0,0.0,0.0,0.0,16489872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
475,137.0648166967343,2.5258238,height,,,,,,,,,,,0.0,0.0,0.0,0.0,50333884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
476,362.15707730852296,2.5258238,height,,,,,,,,,,,0.0,0.0,0.0,0.0,9275328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
477,631.2513028399839,2.5325434,height,,,,,,,,,,,5197006.5,5606965.5,5453890.5,5470157.5,1080930.2,4264830.0,3590926.8,3845629.5,3770896.0,4592142.0,3906276.8,3450289.5,4116103.8,4418886.0,3893336.8,4220788.5,4897819.0,5215845.5,4590271.5,3539081.8,4099430.8,3862544.5,4518809.5,0.0,
478,316.1291711801156,2.5332596,height,,,,,,,,,,,79263220.0,94733550.0,82706470.0,87810010.0,41191064.0,80360340.0,68346296.0,72940030.0,73036410.0,86792940.0,80963380.0,74548800.0,78900710.0,75104584.0,76923070.0,81014100.0,88652696.0,97692260.0,86366170.0,71175490.0,82637530.0,77601700.0,86456380.0,0.0,
479,451.1837350411732,2.5354114,height,,,,,,,,,,,0.0,0.0,0.0,0.0,16235628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
480,441.2343629353354,2.549743,height,,,,,,,,,,,14035526.0,13119884.0,14751708.0,14248373.0,8743565.0,14294372.0,12167590.0,12386263.0,11609779.0,14192819.0,13940626.0,12211051.0,13959533.0,12706422.0,13962842.0,15357595.0,13867859.0,15829556.0,14611864.0,13913419.0,14557983.0,12842239.0,13712661.0,0.0,
481,507.2088449678916,2.5530393,height,,,,,,,,,,,5482396.0,4668587.5,5319126.5,5403238.0,3698741.0,4637981.0,4090741.2,3822238.5,4003025.0,5056907.5,4725522.5,3882087.0,4741885.0,4580564.5,5184693.0,5612732.0,4978817.0,5522441.5,5130587.0,4836466.5,4653928.0,4244794.0,4589116.5,0.0,
482,344.2543066068253,2.5546052,height,,,,,,,,,,,3157958.0,2135699.2,5348300.0,3251697.0,24084378.0,20483442.0,16834062.0,16769497.0,19000494.0,15683664.0,18167616.0,16546652.0,17496166.0,12359979.0,13019297.0,15605948.0,13341681.0,12062312.0,11529926.0,14815942.0,14457207.0,14839159.0,16130909.0,0.0,
483,710.372425264708,2.553454,height,,,,,,,,,,,4643005.5,3829705.5,4789142.0,4591876.0,2607439.8,4288576.0,4007320.5,4025807.5,3849075.8,4686081.5,4672576.0,3931514.5,4444571.0,4666865.5,5322784.0,5377434.5,4634761.5,5144175.0,4679149.0,4974769.5,4129495.8,4146466.5,4428350.5,0.0,
484,455.3228477187335,2.5587223,height,,,,,,,,,,,10950481.0,9274002.0,10102848.0,10634133.0,7639737.0,10436437.0,9696571.0,8820378.0,9472963.0,10693587.0,11064138.0,9119775.0,10222377.0,9029975.0,10434787.0,11693221.0,10028244.0,11380777.0,10351293.0,12109668.0,10779203.0,9772497.0,9759552.0,0.0,
485,516.2093055917908,2.5635562,height,,,,,,,,,,,10407221.0,8947841.0,8612354.0,10435169.0,3517360.5,9627816.0,8823038.0,7854266.0,9048017.0,10333533.0,9072654.0,8471593.0,9564045.0,7731217.5,9047351.0,9385283.0,8193663.5,7409962.5,7231387.5,10401224.0,8404794.0,8153170.0,9154880.0,0.0,
486,344.1815997356249,2.5675604,height,,,,,,,,,,,10797418.0,10109416.0,9462095.0,10604805.0,5739397.0,11514682.0,11389854.0,9101057.0,10542851.0,12419114.0,11921761.0,10405497.0,11315382.0,9228371.0,11740312.0,11879099.0,10319529.0,9761320.0,10083064.0,12369370.0,10645977.0,10658736.0,11311276.0,0.0,
487,540.3759961615921,2.573982,height,,,,,,,,,,,7268418.0,7208658.5,9510469.0,7959237.5,14110233.0,14412458.0,13949018.0,11555336.0,14495935.0,14209516.0,15712655.0,12348978.0,14422421.0,11162927.0,13656862.0,15168312.0,12031305.0,11526101.0,10630891.0,15326648.0,12805580.0,13318860.0,14732058.0,0.0,
488,427.183782750893,2.5837562,height,,,,,,,,,,,7063702.5,7244459.5,7642492.0,7043553.0,3922434.8,8445913.0,8049225.5,6302060.5,7553616.5,7210384.5,8083928.5,6631599.5,8177919.5,5598620.0,7409282.5,7982397.0,6529709.0,6134358.0,6099018.0,8238497.5,6452797.5,7241137.0,7961708.0,0.0,
489,200.10319169990743,2.5886347,height,,,,,,,,,,,17065102.0,16208634.0,16003236.0,15087628.0,11239358.0,18108768.0,17639922.0,15614053.0,16235589.0,16768500.0,17454386.0,15418339.0,18303796.0,13420562.0,17796772.0,18470738.0,15757425.0,13713038.0,16284102.0,19332450.0,14279832.0,15401706.0,16764852.0,0.0,
490,155.08149867408858,2.5931525,height,,,,,,,,,,,6499400.0,6713675.5,6598411.5,5942371.0,5347072.5,7226912.0,6839392.5,6812695.5,6700008.0,6603887.0,6688307.0,6667112.0,7717189.5,6163769.0,6887042.5,7882853.5,6347938.0,6234717.0,6400476.5,7991793.5,6211003.5,6749664.0,7327529.0,0.0,
491,401.1667380500489,2.5976348,height,,,,,,,,,,,72124530.0,80358800.0,81456800.0,73784090.0,62341444.0,83750360.0,78988860.0,80796190.0,82865730.0,83470040.0,82074130.0,81053960.0,91403030.0,66654820.0,78800470.0,94224870.0,81267460.0,76810280.0,81098400.0,89903790.0,72493060.0,81514050.0,94264580.0,0.0,
492,286.1397114044063,2.5988538,height,,,,,,,,,,,7920947.5,7790176.0,7701414.0,7094736.0,5891309.0,8302248.0,7516156.5,7968254.0,8161480.0,8357465.0,7848058.0,8173617.5,8813864.0,7516773.0,8066502.5,10063190.0,8093861.0,7291634.5,7732301.5,9073402.0,6951580.5,8233872.0,8866711.0,0.0,
493,201.08701649940667,2.6013975,height,,,,,,,,,,,172800910.0,180435520.0,171583070.0,143525060.0,144325890.0,181492500.0,173271840.0,170205100.0,169489710.0,181824510.0,161937490.0,169435230.0,193794430.0,171385070.0,169764320.0,198771460.0,172721100.0,160367950.0,173744850.0,201031000.0,169190820.0,165525380.0,180605330.0,0.0,
494,572.344752459744,2.6064315,height,,,,,,,,,,,106682350.0,95212890.0,37822736.0,85712210.0,0.0,10606085.0,12835941.0,15204835.0,11091909.0,14972824.0,11849662.0,10609365.0,11993857.0,23008840.0,27702006.0,30633586.0,26810166.0,25761144.0,26836420.0,20764378.0,15234571.0,16268953.0,15415474.0,0.0,
495,671.4133299730163,2.6202462,height,,,,,,,,,,,397625280.0,299281440.0,280061400.0,362689060.0,7837455.0,284530370.0,268552860.0,288913150.0,253797700.0,275556160.0,248439280.0,244647740.0,276165760.0,244606100.0,289752700.0,332346300.0,292156640.0,275820860.0,294701280.0,253982200.0,208209710.0,245379100.0,288565100.0,0.0,
496,1341.8190100967224,2.6281207,height,,,,,,,,,,,6916128.5,3612332.5,2566300.0,4226667.5,0.0,2368918.5,2214869.8,2147224.0,2014270.4,0.0,1761900.5,1999069.2,2138740.8,2796411.2,3033517.5,3180280.5,2818977.0,3151975.5,3079913.2,2022569.2,1822635.0,2092273.8,2033103.2,0.0,
497,554.2821605037195,2.6287417,height,,,,,,,,,,,3092964.2,3045009.8,3096230.5,3417143.2,2471656.2,5443052.5,4807554.5,5961497.5,5599185.0,5067448.0,4747816.5,5145103.0,5760942.5,4636594.0,5144057.0,6100204.0,4568615.5,4815537.5,5145177.5,5115218.5,4494439.5,4980932.0,5371492.0,0.0,
498,843.4226293869987,2.633655,height,,,,,,,,,,,5367735.0,6185424.0,8820094.0,8233110.0,12117470.0,8930844.0,8088678.5,8732361.0,7873804.5,8279265.0,6871142.0,7604542.5,8243129.5,7792788.0,8052703.5,7703777.0,7134195.5,7814848.0,9193972.0,7340771.0,7073734.5,8286601.5,8619634.0,0.0,
